ID_Scula,Tip_Scula,Model_Scula,Turatie_RPM,Avans_mm_min,Adancime_Aschiere_mm,Debit_Lichid_racire_L_min,Temperatura_C,Vibratii_mm_s,Uzura_procent,Zgomot_dB,Material_Prelucrat,Tip_Operatie,ID_Lot,Scula_Defecta,Tip_Defect
132,Burghiu,CARBIDE DRILL Ø12,5648,667.28,2.79,16.87,85.15,7.55,75.0,97.12,Aluminiu,Gaurire,62,1,Uzura excesiva
98,Burghiu,HSS DRILL Ø6,2521,851.82,0.73,8.46,129.37,10.76,52.7,94.21,Inox,Gaurire,372,1,Uzura excesiva
66,Placuta amovibila,WNMG080408,2995,977.55,1.85,5.28,42.37,1.86,16.6,60.04,Aluminiu,Strunjire,275,0,Niciunul
179,Freza,FREZA CARBURA Ø10 4F,4484,453.11,2.16,13.35,152.03,3.64,49.6,87.82,Inox,Frezare,213,1,Uzura excesiva
125,Burghiu,CARBIDE DRILL Ø12,2115,1090.96,2.09,11.65,47.47,1.22,9.2,69.96,Inox,Gaurire,448,0,Niciunul
262,Placuta amovibila,WNMG080408,4134,732.33,2.9,6.25,132.95,10.02,78.1,86.84,Inox,Strunjire,382,1,Uzura excesiva
79,Freza,FREZA HSS Ø8 2F,3783,773.85,3.0,14.9,105.75,7.18,85.3,86.71,Aluminiu,Frezare,368,1,Uzura excesiva
189,Tarod,TAROD M10 ISO2,2899,453.97,2.81,15.02,47.54,1.63,13.0,61.85,Inox,Filetare,334,0,Niciunul
98,Freza,FREZA HSS Ø8 2F,5535,1054.17,2.46,15.24,45.9,0.87,0.1,71.99,Otel,Frezare,301,0,Niciunul
37,Tarod,TAROD M10 ISO2,2380,233.67,2.03,15.51,48.49,1.72,2.1,64.68,Aluminiu,Filetare,394,0,Niciunul
209,Burghiu,HSS DRILL Ø6,3273,345.77,0.19,5.55,69.09,1.37,6.7,69.73,Aluminiu,Gaurire,34,0,Niciunul
288,Placuta amovibila,CNMG120408,5257,650.18,0.55,17.14,116.28,4.0,89.3,86.54,Aluminiu,Strunjire,324,1,Supraincalzire
123,Freza,FREZA CARBURA Ø10 4F,4009,432.29,0.8,6.32,60.22,1.32,6.8,65.48,Inox,Frezare,393,0,Niciunul
189,Freza,FREZA CARBURA Ø10 4F,2106,1105.05,1.08,12.62,45.19,1.01,0.4,69.99,Inox,Frezare,265,0,Niciunul
24,Placuta amovibila,CNMG120408,1960,723.07,1.61,17.86,37.63,1.15,4.7,64.88,Aluminiu,Strunjire,262,0,Niciunul
208,Placuta amovibila,CNMG120408,3052,381.39,1.44,7.51,36.26,1.89,18.3,74.53,Aluminiu,Strunjire,373,0,Niciunul
170,Tarod,TAROD M10 ISO2,5302,1009.27,0.26,13.31,111.67,3.52,66.8,87.38,Otel,Filetare,191,1,Uzura excesiva
80,Burghiu,CARBIDE DRILL Ø12,3269,582.0,0.57,18.09,61.08,0.55,14.5,67.36,Aluminiu,Gaurire,99,0,Niciunul
94,Freza,FREZA HSS Ø8 2F,1547,818.94,2.7,13.02,114.97,4.64,75.7,96.14,Inox,Frezare,344,1,Uzura excesiva
270,Freza,FREZA HSS Ø8 2F,2503,673.7,2.34,5.61,151.76,5.66,84.4,95.84,Aluminiu,Frezare,130,1,Supraincalzire
273,Freza,FREZA HSS Ø8 2F,3559,651.95,0.65,11.01,40.15,1.82,19.1,63.74,Inox,Frezare,170,0,Niciunul
180,Placuta amovibila,WNMG080408,3580,310.23,1.43,11.99,53.99,1.54,5.0,71.42,Aluminiu,Strunjire,420,0,Niciunul
33,Placuta amovibila,CNMG120408,4066,558.15,2.19,11.87,62.82,1.12,9.2,65.82,Aluminiu,Strunjire,76,0,Niciunul
243,Burghiu,HSS DRILL Ø6,3619,485.27,0.26,11.65,45.11,1.25,1.3,63.26,Inox,Gaurire,311,0,Niciunul
250,Tarod,TAROD M10 ISO2,3535,1144.02,1.22,10.11,68.29,0.82,7.0,61.9,Inox,Filetare,490,0,Niciunul
18,Tarod,TAROD M10 ISO2,3190,490.26,0.16,12.48,62.26,1.86,4.6,73.02,Inox,Filetare,346,0,Niciunul
199,Placuta amovibila,WNMG080408,5258,630.11,1.05,17.48,37.44,0.57,7.9,63.32,Inox,Strunjire,351,0,Niciunul
289,Burghiu,HSS DRILL Ø6,1644,316.4,2.04,16.54,120.66,5.16,50.2,87.5,Inox,Gaurire,311,1,Supraincalzire
48,Placuta amovibila,WNMG080408,3123,890.72,1.99,8.22,39.74,0.97,16.3,74.73,Inox,Strunjire,94,0,Niciunul
61,Burghiu,CARBIDE DRILL Ø12,1897,827.39,2.46,5.54,117.79,8.71,74.4,89.49,Aluminiu,Gaurire,436,1,Supraincalzire
124,Burghiu,CARBIDE DRILL Ø12,3916,816.22,1.54,8.88,87.83,3.81,91.8,92.06,Aluminiu,Gaurire,286,1,Uzura excesiva
114,Freza,FREZA CARBURA Ø10 4F,5142,1064.51,0.24,5.31,141.62,4.06,60.0,94.6,Aluminiu,Frezare,183,1,Vibratii
139,Freza,FREZA CARBURA Ø10 4F,4997,404.1,1.16,17.1,58.48,1.04,0.1,74.27,Aluminiu,Frezare,219,0,Niciunul
213,Placuta amovibila,WNMG080408,3526,635.57,1.09,17.5,151.37,5.87,91.6,98.76,Inox,Strunjire,72,1,Vibratii
151,Tarod,TAROD M10 ISO2,3638,963.62,2.22,6.51,55.55,0.9,11.8,65.12,Otel,Filetare,102,0,Niciunul
183,Freza,FREZA CARBURA Ø10 4F,1533,513.13,2.72,6.15,38.88,1.79,11.8,61.21,Inox,Frezare,336,0,Niciunul
213,Burghiu,HSS DRILL Ø6,3469,667.85,0.85,17.15,41.55,0.9,8.9,74.86,Otel,Gaurire,270,0,Niciunul
123,Placuta amovibila,WNMG080408,3492,352.8,0.44,5.16,57.4,0.74,8.4,70.13,Aluminiu,Strunjire,314,0,Niciunul
185,Burghiu,CARBIDE DRILL Ø12,5817,205.58,0.61,12.75,143.6,8.71,60.5,91.0,Otel,Gaurire,419,1,Uzura excesiva
44,Freza,FREZA CARBURA Ø10 4F,4882,787.11,0.92,8.43,68.08,0.95,2.0,61.92,Otel,Frezare,166,0,Niciunul
97,Placuta amovibila,CNMG120408,3061,775.62,1.85,16.35,65.3,1.37,13.4,64.37,Inox,Strunjire,376,0,Niciunul
277,Freza,FREZA HSS Ø8 2F,5096,1054.48,0.19,6.21,36.9,1.27,13.6,71.1,Otel,Frezare,289,0,Niciunul
240,Freza,FREZA HSS Ø8 2F,4635,270.82,2.56,13.88,63.94,0.92,14.7,64.83,Inox,Frezare,51,0,Niciunul
59,Freza,FREZA CARBURA Ø10 4F,4847,614.05,0.9,14.07,49.49,1.33,14.5,62.16,Otel,Frezare,245,0,Niciunul
172,Freza,FREZA HSS Ø8 2F,1851,725.79,0.94,19.83,147.37,9.2,49.9,93.27,Otel,Frezare,234,1,Supraincalzire
258,Burghiu,HSS DRILL Ø6,2876,945.57,1.44,6.97,87.5,5.56,69.3,83.03,Otel,Gaurire,433,1,Vibratii
103,Tarod,TAROD M10 ISO2,4619,854.27,2.36,14.25,48.41,1.94,16.3,69.11,Inox,Filetare,330,0,Niciunul
288,Freza,FREZA CARBURA Ø10 4F,4788,803.57,1.83,18.88,63.52,1.35,15.8,66.86,Inox,Frezare,360,0,Niciunul
233,Tarod,TAROD M10 ISO2,5603,1116.34,2.09,14.3,44.09,1.41,5.5,65.24,Aluminiu,Filetare,63,0,Niciunul
206,Tarod,TAROD M10 ISO2,4080,1135.53,2.97,14.22,54.77,0.99,8.8,67.99,Aluminiu,Filetare,86,0,Niciunul
141,Burghiu,HSS DRILL Ø6,5417,1040.62,2.31,17.39,112.46,7.1,90.3,97.12,Inox,Gaurire,369,1,Uzura excesiva
274,Tarod,TAROD M10 ISO2,3632,1181.53,0.87,9.76,50.54,1.17,2.1,68.4,Otel,Filetare,116,0,Niciunul
26,Tarod,TAROD M10 ISO2,4804,270.77,0.22,10.06,66.74,0.6,8.9,66.9,Aluminiu,Filetare,431,0,Niciunul
83,Freza,FREZA HSS Ø8 2F,3780,727.43,2.82,14.17,110.26,4.21,88.5,90.28,Otel,Frezare,258,1,Supraincalzire
228,Burghiu,CARBIDE DRILL Ø12,3747,701.76,1.86,7.27,47.33,0.77,18.7,64.53,Aluminiu,Gaurire,218,0,Niciunul
241,Burghiu,CARBIDE DRILL Ø12,5249,548.23,2.89,6.02,62.29,1.0,4.3,67.73,Inox,Gaurire,263,0,Niciunul
228,Freza,FREZA CARBURA Ø10 4F,5822,529.58,2.4,17.55,97.09,4.74,81.2,81.76,Otel,Frezare,197,1,Supraincalzire
38,Freza,FREZA CARBURA Ø10 4F,1774,744.11,0.66,8.4,36.42,1.72,11.6,74.07,Aluminiu,Frezare,401,0,Niciunul
89,Burghiu,HSS DRILL Ø6,1609,802.94,0.53,12.99,44.0,1.1,11.0,73.65,Inox,Gaurire,27,0,Niciunul
74,Placuta amovibila,CNMG120408,2091,360.96,1.34,11.23,43.28,1.0,15.4,69.61,Otel,Strunjire,277,0,Niciunul
77,Placuta amovibila,CNMG120408,2801,365.8,1.37,10.97,47.83,1.56,5.3,72.65,Aluminiu,Strunjire,285,0,Niciunul
170,Freza,FREZA CARBURA Ø10 4F,3582,900.11,1.81,11.88,39.41,1.21,7.5,65.72,Otel,Frezare,211,0,Niciunul
290,Freza,FREZA HSS Ø8 2F,5435,972.85,2.41,11.13,37.01,1.71,8.1,63.49,Otel,Frezare,443,0,Niciunul
228,Tarod,TAROD M10 ISO2,1505,914.43,1.37,7.75,42.8,0.9,13.8,69.41,Otel,Filetare,236,0,Niciunul
241,Burghiu,HSS DRILL Ø6,1947,513.72,2.34,13.34,49.24,0.58,7.8,72.05,Inox,Gaurire,16,0,Niciunul
211,Placuta amovibila,CNMG120408,4341,422.37,2.82,13.33,48.71,1.88,19.3,69.44,Aluminiu,Strunjire,484,0,Niciunul
68,Tarod,TAROD M10 ISO2,5062,415.88,1.9,13.7,64.85,0.98,4.4,65.66,Aluminiu,Filetare,172,0,Niciunul
223,Burghiu,HSS DRILL Ø6,1532,1105.22,1.29,7.43,58.5,1.2,16.4,63.71,Inox,Gaurire,103,0,Niciunul
54,Freza,FREZA CARBURA Ø10 4F,4107,758.53,2.22,15.47,40.01,1.74,0.4,61.93,Inox,Frezare,412,0,Niciunul
13,Freza,FREZA CARBURA Ø10 4F,3069,1139.15,2.47,12.08,47.86,1.99,5.6,68.73,Otel,Frezare,160,0,Niciunul
200,Tarod,TAROD M10 ISO2,4076,1128.95,0.2,13.79,86.87,7.57,67.9,87.49,Otel,Filetare,200,1,Supraincalzire
93,Freza,FREZA CARBURA Ø10 4F,4986,293.63,0.98,10.53,153.32,3.21,78.4,97.31,Aluminiu,Frezare,348,1,Supraincalzire
122,Tarod,TAROD M10 ISO2,3315,669.98,2.06,13.05,64.94,1.16,16.0,65.8,Aluminiu,Filetare,80,0,Niciunul
256,Tarod,TAROD M10 ISO2,3496,259.04,2.73,11.54,69.5,0.88,5.5,70.44,Aluminiu,Filetare,485,0,Niciunul
125,Placuta amovibila,WNMG080408,3305,232.96,2.25,16.71,61.92,0.88,8.3,71.31,Aluminiu,Strunjire,37,0,Niciunul
72,Burghiu,HSS DRILL Ø6,3494,643.47,0.73,14.2,60.82,1.47,9.6,73.34,Aluminiu,Gaurire,49,0,Niciunul
71,Burghiu,HSS DRILL Ø6,2271,725.83,1.8,9.28,55.13,1.03,19.1,60.03,Otel,Gaurire,374,0,Niciunul
258,Placuta amovibila,CNMG120408,4223,549.04,1.75,7.23,51.21,1.16,9.2,68.12,Inox,Strunjire,330,0,Niciunul
267,Freza,FREZA HSS Ø8 2F,4593,782.15,0.44,14.22,65.18,0.69,4.7,60.19,Inox,Frezare,235,0,Niciunul
12,Freza,FREZA HSS Ø8 2F,4999,241.83,1.21,9.68,58.24,1.88,13.8,63.24,Aluminiu,Frezare,59,0,Niciunul
186,Freza,FREZA CARBURA Ø10 4F,4561,237.97,1.68,19.12,60.53,0.5,14.8,64.91,Otel,Frezare,109,0,Niciunul
185,Freza,FREZA CARBURA Ø10 4F,3784,546.52,1.86,16.32,50.98,1.46,5.9,67.81,Otel,Frezare,494,0,Niciunul
61,Tarod,TAROD M10 ISO2,2500,910.42,2.73,11.71,65.69,1.39,8.4,74.35,Otel,Filetare,163,0,Niciunul
160,Burghiu,HSS DRILL Ø6,5871,400.34,0.46,12.84,65.96,1.9,7.2,66.09,Aluminiu,Gaurire,72,0,Niciunul
261,Burghiu,CARBIDE DRILL Ø12,4198,725.33,0.82,9.88,63.48,1.97,11.3,63.64,Aluminiu,Gaurire,98,0,Niciunul
105,Freza,FREZA HSS Ø8 2F,2735,1001.08,2.49,11.94,90.82,8.21,52.9,97.99,Otel,Frezare,314,1,Vibratii
266,Tarod,TAROD M10 ISO2,4901,299.85,0.36,13.48,155.77,10.98,75.9,86.57,Inox,Filetare,255,1,Vibratii
132,Placuta amovibila,WNMG080408,4127,965.36,0.93,6.08,132.84,10.02,42.1,87.66,Aluminiu,Strunjire,284,1,Vibratii
227,Tarod,TAROD M10 ISO2,3182,767.9,0.37,11.7,35.62,2.0,14.5,73.06,Otel,Filetare,140,0,Niciunul
264,Burghiu,CARBIDE DRILL Ø12,2801,1199.11,1.87,17.01,55.15,1.24,18.9,62.78,Aluminiu,Gaurire,129,0,Niciunul
16,Freza,FREZA HSS Ø8 2F,5284,438.88,1.65,9.35,96.9,7.95,72.8,91.13,Inox,Frezare,308,1,Supraincalzire
70,Freza,FREZA CARBURA Ø10 4F,3837,857.16,0.44,18.85,139.71,11.31,41.8,80.85,Inox,Frezare,276,1,Uzura excesiva
265,Placuta amovibila,WNMG080408,5610,820.63,1.59,19.58,41.29,1.91,18.6,74.5,Otel,Strunjire,260,0,Niciunul
211,Freza,FREZA HSS Ø8 2F,3529,373.08,2.62,13.98,56.53,0.54,13.4,73.42,Aluminiu,Frezare,208,0,Niciunul
296,Burghiu,CARBIDE DRILL Ø12,4226,331.88,2.32,11.07,135.67,3.03,94.7,80.39,Inox,Gaurire,282,1,Uzura excesiva
96,Burghiu,CARBIDE DRILL Ø12,2255,409.45,2.14,10.19,39.13,1.05,9.1,62.18,Otel,Gaurire,275,0,Niciunul
245,Placuta amovibila,WNMG080408,3897,805.69,0.17,17.52,47.44,0.98,9.8,74.17,Inox,Strunjire,385,0,Niciunul
36,Tarod,TAROD M10 ISO2,4156,670.12,0.2,18.52,132.3,5.47,67.9,82.93,Aluminiu,Filetare,208,1,Uzura excesiva
175,Burghiu,HSS DRILL Ø6,1658,354.97,0.65,8.9,49.84,1.09,1.9,66.01,Inox,Gaurire,281,0,Niciunul
169,Burghiu,CARBIDE DRILL Ø12,2809,1097.64,2.93,14.02,136.73,8.82,76.5,91.81,Aluminiu,Gaurire,438,1,Supraincalzire
248,Burghiu,CARBIDE DRILL Ø12,2521,938.72,2.41,15.6,39.78,1.63,11.6,65.27,Otel,Gaurire,211,0,Niciunul
250,Placuta amovibila,WNMG080408,4047,1195.84,1.73,9.11,62.27,0.89,0.3,64.44,Inox,Strunjire,217,0,Niciunul
102,Freza,FREZA HSS Ø8 2F,1617,681.7,2.57,18.9,51.2,1.51,17.3,71.6,Aluminiu,Frezare,227,0,Niciunul
140,Burghiu,HSS DRILL Ø6,5586,571.28,1.07,18.52,61.57,1.02,0.0,64.17,Otel,Gaurire,198,0,Niciunul
74,Placuta amovibila,WNMG080408,4464,443.57,1.93,17.98,147.85,9.51,65.2,99.68,Otel,Strunjire,302,1,Uzura excesiva
196,Freza,FREZA HSS Ø8 2F,3274,1196.34,1.69,9.96,66.78,1.1,13.4,65.9,Inox,Frezare,166,0,Niciunul
282,Freza,FREZA CARBURA Ø10 4F,5391,352.13,1.33,18.3,155.32,9.97,66.7,84.59,Aluminiu,Frezare,319,1,Supraincalzire
105,Placuta amovibila,WNMG080408,1775,797.75,2.11,11.74,41.15,0.79,5.3,73.41,Aluminiu,Strunjire,403,0,Niciunul
196,Burghiu,CARBIDE DRILL Ø12,3243,1167.31,2.89,14.93,68.28,0.55,5.4,67.62,Aluminiu,Gaurire,251,0,Niciunul
129,Placuta amovibila,WNMG080408,1532,336.84,0.27,7.34,154.82,9.54,41.1,90.16,Otel,Strunjire,393,1,Vibratii
245,Freza,FREZA HSS Ø8 2F,4182,665.34,1.39,9.84,68.93,1.27,6.8,62.75,Aluminiu,Frezare,144,0,Niciunul
62,Burghiu,CARBIDE DRILL Ø12,2632,1055.65,0.7,8.88,35.81,0.72,11.3,63.82,Inox,Gaurire,428,0,Niciunul
75,Tarod,TAROD M10 ISO2,2692,944.79,0.58,8.38,39.1,1.36,4.3,61.57,Otel,Filetare,170,0,Niciunul
118,Tarod,TAROD M10 ISO2,2019,240.14,1.78,14.67,123.35,5.06,60.0,98.2,Otel,Filetare,78,1,Supraincalzire
176,Burghiu,HSS DRILL Ø6,4584,402.94,2.16,6.26,122.54,9.73,84.2,99.58,Inox,Gaurire,165,1,Supraincalzire
250,Placuta amovibila,CNMG120408,3333,387.58,2.56,5.86,58.4,1.65,2.3,61.42,Otel,Strunjire,248,0,Niciunul
165,Burghiu,HSS DRILL Ø6,2025,966.48,1.39,15.94,153.11,7.55,89.7,86.89,Inox,Gaurire,105,1,Vibratii
232,Placuta amovibila,WNMG080408,2093,683.57,0.1,10.24,64.6,1.59,2.8,65.74,Inox,Strunjire,153,0,Niciunul
193,Burghiu,HSS DRILL Ø6,5735,834.03,1.62,11.82,48.3,1.95,8.0,73.02,Aluminiu,Gaurire,304,0,Niciunul
278,Placuta amovibila,WNMG080408,5156,698.48,1.77,7.18,38.38,1.67,3.5,64.95,Inox,Strunjire,110,0,Niciunul
105,Placuta amovibila,CNMG120408,1546,507.38,0.52,16.1,131.42,7.11,50.1,93.56,Inox,Strunjire,295,1,Uzura excesiva
72,Freza,FREZA CARBURA Ø10 4F,2029,1111.37,0.7,14.87,50.39,1.6,2.5,71.09,Inox,Frezare,344,0,Niciunul
197,Burghiu,CARBIDE DRILL Ø12,1899,515.75,0.9,17.48,55.36,1.34,19.4,69.3,Aluminiu,Gaurire,346,0,Niciunul
137,Freza,FREZA CARBURA Ø10 4F,3126,403.19,2.3,7.71,61.3,1.73,15.6,61.83,Otel,Frezare,85,0,Niciunul
199,Burghiu,HSS DRILL Ø6,5777,304.2,2.15,10.08,45.49,0.84,0.4,73.91,Aluminiu,Gaurire,154,0,Niciunul
13,Placuta amovibila,CNMG120408,3092,980.43,0.44,15.3,56.1,1.34,19.0,63.25,Inox,Strunjire,170,0,Niciunul
34,Burghiu,HSS DRILL Ø6,3480,281.77,1.62,14.58,108.89,11.02,66.7,80.46,Aluminiu,Gaurire,346,1,Vibratii
84,Burghiu,CARBIDE DRILL Ø12,4557,246.65,1.84,6.67,67.31,1.27,0.4,65.41,Aluminiu,Gaurire,79,0,Niciunul
5,Placuta amovibila,WNMG080408,5678,640.49,0.93,17.32,61.59,1.69,17.9,63.03,Aluminiu,Strunjire,355,0,Niciunul
51,Burghiu,CARBIDE DRILL Ø12,3625,1183.58,1.93,13.86,61.61,0.91,18.3,63.41,Otel,Gaurire,218,0,Niciunul
19,Placuta amovibila,WNMG080408,2334,753.52,0.32,15.45,93.47,7.79,54.4,81.55,Inox,Strunjire,248,1,Vibratii
178,Burghiu,CARBIDE DRILL Ø12,2604,269.97,2.24,10.31,84.15,10.82,61.8,89.32,Otel,Gaurire,250,1,Vibratii
192,Placuta amovibila,CNMG120408,1640,341.71,2.21,11.15,48.46,0.53,14.9,63.27,Otel,Strunjire,9,0,Niciunul
104,Freza,FREZA HSS Ø8 2F,4840,674.24,0.57,9.9,35.35,0.66,17.8,63.73,Aluminiu,Frezare,46,0,Niciunul
87,Tarod,TAROD M10 ISO2,4758,609.11,1.25,12.7,48.9,1.07,9.7,68.71,Inox,Filetare,442,0,Niciunul
205,Placuta amovibila,WNMG080408,2108,743.02,2.23,17.41,62.01,1.43,19.7,61.57,Aluminiu,Strunjire,483,0,Niciunul
246,Placuta amovibila,CNMG120408,3988,535.83,0.11,15.61,48.41,0.58,12.0,73.99,Otel,Strunjire,55,0,Niciunul
1,Freza,FREZA CARBURA Ø10 4F,2252,1151.98,0.39,8.49,42.19,0.81,4.2,65.04,Inox,Frezare,436,0,Niciunul
32,Tarod,TAROD M10 ISO2,4486,713.67,1.74,13.54,65.9,1.51,14.8,70.34,Aluminiu,Filetare,154,0,Niciunul
263,Freza,FREZA HSS Ø8 2F,3894,500.4,2.78,17.94,39.07,1.7,3.8,63.25,Inox,Frezare,395,0,Niciunul
149,Freza,FREZA HSS Ø8 2F,4169,1015.08,2.7,9.35,40.11,1.44,17.8,62.93,Aluminiu,Frezare,180,0,Niciunul
267,Placuta amovibila,WNMG080408,2722,274.96,0.82,12.48,149.35,4.06,73.6,99.22,Otel,Strunjire,490,1,Vibratii
165,Placuta amovibila,CNMG120408,3410,832.97,0.36,17.12,49.6,1.79,12.0,62.33,Inox,Strunjire,366,0,Niciunul
49,Placuta amovibila,CNMG120408,1934,959.36,2.12,7.25,109.44,6.5,88.7,82.14,Inox,Strunjire,116,1,Uzura excesiva
22,Placuta amovibila,WNMG080408,4404,316.69,2.62,13.18,65.54,1.82,0.2,68.49,Inox,Strunjire,359,0,Niciunul
20,Burghiu,CARBIDE DRILL Ø12,1668,1027.19,2.48,17.58,60.55,1.84,15.0,70.14,Aluminiu,Gaurire,373,0,Niciunul
296,Placuta amovibila,WNMG080408,2203,340.27,1.26,6.81,58.63,0.8,15.8,68.27,Aluminiu,Strunjire,388,0,Niciunul
190,Freza,FREZA CARBURA Ø10 4F,1757,509.11,2.59,16.37,53.8,1.91,18.4,68.08,Aluminiu,Frezare,187,0,Niciunul
251,Freza,FREZA HSS Ø8 2F,2577,395.87,1.31,13.42,63.07,1.95,10.2,61.68,Aluminiu,Frezare,294,0,Niciunul
70,Freza,FREZA HSS Ø8 2F,4899,675.88,2.14,7.84,62.32,1.16,4.1,69.9,Inox,Frezare,239,0,Niciunul
9,Burghiu,HSS DRILL Ø6,3271,270.39,2.02,11.05,51.78,1.32,18.5,62.33,Aluminiu,Gaurire,110,0,Niciunul
195,Placuta amovibila,WNMG080408,2878,556.26,2.32,19.18,64.82,1.48,4.5,74.64,Otel,Strunjire,262,0,Niciunul
17,Burghiu,CARBIDE DRILL Ø12,5181,1077.12,2.96,8.24,39.95,1.68,18.1,72.43,Inox,Gaurire,342,0,Niciunul
147,Burghiu,CARBIDE DRILL Ø12,1789,878.84,2.71,10.69,121.95,11.7,88.9,84.97,Inox,Gaurire,426,1,Supraincalzire
99,Burghiu,CARBIDE DRILL Ø12,5187,988.72,0.43,16.91,43.8,1.19,15.0,62.73,Inox,Gaurire,398,0,Niciunul
135,Freza,FREZA CARBURA Ø10 4F,3887,251.83,0.59,6.35,152.92,5.09,53.3,99.8,Otel,Frezare,143,1,Vibratii
246,Freza,FREZA CARBURA Ø10 4F,4581,912.01,1.19,11.57,51.34,0.7,0.7,70.2,Inox,Frezare,441,0,Niciunul
263,Tarod,TAROD M10 ISO2,1555,285.93,0.79,17.33,52.56,0.86,6.6,71.58,Aluminiu,Filetare,178,0,Niciunul
1,Tarod,TAROD M10 ISO2,5438,801.3,0.54,11.11,69.22,1.34,5.1,73.54,Inox,Filetare,54,0,Niciunul
132,Placuta amovibila,CNMG120408,5516,316.81,0.35,12.78,39.38,1.24,13.4,64.33,Inox,Strunjire,139,0,Niciunul
143,Burghiu,HSS DRILL Ø6,2232,870.59,1.96,10.1,36.63,0.74,15.6,67.79,Aluminiu,Gaurire,469,0,Niciunul
64,Placuta amovibila,WNMG080408,3091,430.65,2.2,14.9,65.56,0.81,4.9,74.96,Otel,Strunjire,164,0,Niciunul
2,Burghiu,HSS DRILL Ø6,1908,1020.64,1.48,15.23,39.15,0.83,17.4,68.89,Otel,Gaurire,277,0,Niciunul
147,Burghiu,HSS DRILL Ø6,3862,756.4,1.8,19.75,90.96,7.93,74.3,82.98,Aluminiu,Gaurire,88,1,Supraincalzire
87,Placuta amovibila,WNMG080408,4161,531.67,0.5,8.04,40.4,0.61,14.1,74.36,Aluminiu,Strunjire,39,0,Niciunul
23,Freza,FREZA HSS Ø8 2F,2510,995.38,1.39,8.3,38.0,1.26,12.2,73.02,Otel,Frezare,25,0,Niciunul
273,Tarod,TAROD M10 ISO2,2125,953.1,2.42,6.16,36.3,1.83,3.2,70.82,Aluminiu,Filetare,1,0,Niciunul
162,Burghiu,CARBIDE DRILL Ø12,3066,940.63,1.87,15.67,115.38,5.71,55.2,97.33,Inox,Gaurire,49,1,Uzura excesiva
73,Placuta amovibila,CNMG120408,2857,1137.85,1.16,9.96,58.07,1.92,6.3,73.01,Aluminiu,Strunjire,284,0,Niciunul
76,Burghiu,HSS DRILL Ø6,3756,995.43,2.17,13.33,69.82,0.53,10.9,66.6,Otel,Gaurire,22,0,Niciunul
