ID_Scula,Tip_Scula,Model_Scula,Turatie_RPM,Avans_mm_min,Adancime_Aschiere_mm,Debit_Lichid_racire_L_min,Temperatura_C,Vibratii_mm_s,Uzura_procent,Zgomot_dB,Material_Prelucrat,Tip_Operatie,ID_Lot,Scula_Defecta,Tip_Defect
33,Freza,FREZA CARBURA Ø10 4F,2513,707.68,0.83,13.58,56.89,4.23,49.6,69.53,Aluminiu,Frezare,76,1,Uzura excesiva
34,Freza,FREZA CARBURA Ø10 4F,2577,945.5,1.96,17.97,50.8,1.68,6.2,70.25,Aluminiu,Frezare,414,0,Niciunul
35,Freza,FREZA CARBURA Ø10 4F,1841,486.94,0.93,15.42,105.69,2.77,36.7,70.61,Inox,Frezare,96,1,Supraincalzire
36,Freza,FREZA CARBURA Ø10 4F,2335,606.83,1.99,8.29,65.96,1.93,1.2,62.61,Inox,Frezare,490,0,Niciunul
37,Freza,FREZA CARBURA Ø10 4F,4945,228.93,0.71,6.55,101.29,1.32,37.1,68.19,Aluminiu,Frezare,428,1,Supraincalzire
38,Freza,FREZA CARBURA Ø10 4F,2860,546.97,1.56,16.25,73.69,2.98,40.3,73.03,Aluminiu,Frezare,181,1,Niciunul
39,Freza,FREZA CARBURA Ø10 4F,3793,453.13,1.87,19.39,43.6,1.18,15.5,60.15,Aluminiu,Frezare,165,0,Niciunul
40,Freza,FREZA CARBURA Ø10 4F,2283,922.36,0.33,17.75,70.99,11.54,44.7,70.77,Otel,Frezare,101,1,Vibratii
41,Freza,FREZA CARBURA Ø10 4F,3355,987.07,0.17,18.91,36.41,1.16,9.2,72.11,Aluminiu,Frezare,485,0,Niciunul
42,Freza,FREZA CARBURA Ø10 4F,3643,494.42,2.46,19.65,64.83,0.87,0.3,72.47,Aluminiu,Frezare,264,0,Niciunul
43,Freza,FREZA CARBURA Ø10 4F,4705,977.42,0.91,14.85,38.14,0.78,18.4,64.56,Inox,Frezare,252,0,Niciunul
44,Freza,FREZA CARBURA Ø10 4F,2299,370.84,2.14,7.94,86.66,4.14,69.2,61.44,Otel,Frezare,156,1,Uzura excesiva
45,Freza,FREZA CARBURA Ø10 4F,2997,1115.38,1.67,7.99,109.85,2.25,32.6,63.18,Aluminiu,Frezare,267,1,Supraincalzire
46,Freza,FREZA CARBURA Ø10 4F,3608,462.95,0.66,15.71,55.78,0.86,1.0,60.35,Aluminiu,Frezare,98,0,Niciunul
47,Freza,FREZA CARBURA Ø10 4F,4916,438.84,2.6,15.63,49.72,1.75,16.1,74.64,Otel,Frezare,488,0,Niciunul
48,Freza,FREZA CARBURA Ø10 4F,2085,624.86,1.11,9.16,61.38,11.1,43.4,69.71,Inox,Frezare,162,1,Vibratii
49,Freza,FREZA CARBURA Ø10 4F,5151,290.34,1.09,6.07,66.3,1.57,6.7,60.14,Aluminiu,Frezare,24,0,Niciunul
50,Freza,FREZA CARBURA Ø10 4F,3637,623.06,2.7,19.82,64.38,0.86,6.2,71.6,Otel,Frezare,58,0,Niciunul
51,Freza,FREZA CARBURA Ø10 4F,4520,403.71,2.51,6.67,92.58,2.07,38.8,72.74,Inox,Frezare,102,1,Supraincalzire
52,Freza,FREZA CARBURA Ø10 4F,5324,650.82,1.26,5.95,46.35,1.68,14.6,66.87,Otel,Frezare,348,0,Niciunul
53,Freza,FREZA CARBURA Ø10 4F,5281,852.88,0.69,15.33,52.59,0.92,10.1,70.58,Inox,Frezare,59,0,Niciunul
54,Freza,FREZA CARBURA Ø10 4F,2292,565.22,2.63,13.98,65.75,0.97,17.4,68.92,Otel,Frezare,498,0,Niciunul
55,Freza,FREZA CARBURA Ø10 4F,5894,378.56,1.34,12.83,56.32,3.02,48.1,60.08,Aluminiu,Frezare,126,1,Uzura excesiva
56,Freza,FREZA CARBURA Ø10 4F,5838,1149.81,1.79,6.25,95.58,3.28,32.3,62.67,Inox,Frezare,334,1,Supraincalzire
57,Freza,FREZA CARBURA Ø10 4F,3867,375.76,2.94,18.9,103.19,2.1,25.7,63.11,Inox,Frezare,1,1,Supraincalzire
58,Freza,FREZA CARBURA Ø10 4F,3463,1126.15,2.92,12.39,109.88,3.28,17.7,66.6,Aluminiu,Frezare,209,1,Supraincalzire
59,Freza,FREZA CARBURA Ø10 4F,1956,1038.92,1.27,10.29,44.58,1.01,11.6,61.79,Otel,Frezare,73,0,Niciunul
60,Freza,FREZA CARBURA Ø10 4F,5626,1039.28,1.47,10.2,46.07,1.6,15.6,64.42,Inox,Frezare,371,0,Niciunul
61,Freza,FREZA CARBURA Ø10 4F,2873,1182.61,2.42,6.52,63.53,1.71,6.4,61.01,Otel,Frezare,471,0,Niciunul
62,Freza,FREZA CARBURA Ø10 4F,5437,602.38,1.09,18.8,56.56,0.95,17.9,61.55,Otel,Frezare,373,0,Niciunul
63,Freza,FREZA CARBURA Ø10 4F,2922,875.89,0.55,5.87,44.56,0.6,9.8,60.95,Aluminiu,Frezare,73,0,Niciunul
64,Freza,FREZA CARBURA Ø10 4F,2278,546.9,1.8,13.79,85.05,3.55,41.9,67.4,Otel,Frezare,358,1,Uzura excesiva
65,Freza,FREZA CARBURA Ø10 4F,3264,890.47,2.01,10.98,49.5,1.11,6.8,61.89,Inox,Frezare,44,0,Niciunul
66,Freza,FREZA CARBURA Ø10 4F,5520,287.69,1.91,16.12,64.65,2.5,59.0,71.91,Inox,Frezare,208,1,Uzura excesiva
67,Freza,FREZA CARBURA Ø10 4F,2164,991.06,1.49,13.81,65.71,0.57,10.1,64.33,Inox,Frezare,346,0,Niciunul
68,Freza,FREZA CARBURA Ø10 4F,2899,948.42,2.24,6.56,63.76,1.97,18.8,65.23,Inox,Frezare,190,0,Niciunul
69,Freza,FREZA CARBURA Ø10 4F,5019,1008.34,2.14,12.09,54.51,1.9,17.1,65.21,Inox,Frezare,487,0,Niciunul
70,Freza,FREZA CARBURA Ø10 4F,2178,429.93,2.93,14.71,45.31,1.6,2.5,64.5,Aluminiu,Frezare,322,0,Niciunul
71,Freza,FREZA CARBURA Ø10 4F,5866,532.7,1.6,18.09,64.31,0.84,10.0,74.23,Inox,Frezare,244,0,Niciunul
72,Freza,FREZA CARBURA Ø10 4F,5344,260.4,2.91,9.07,79.15,2.12,64.4,61.23,Otel,Frezare,376,1,Uzura excesiva
73,Freza,FREZA CARBURA Ø10 4F,1744,774.72,1.47,14.93,62.21,0.78,8.8,65.63,Inox,Frezare,209,0,Niciunul
74,Freza,FREZA CARBURA Ø10 4F,2442,299.3,0.94,7.66,90.0,2.55,29.3,67.57,Otel,Frezare,84,1,Niciunul
75,Freza,FREZA CARBURA Ø10 4F,4828,1160.37,1.27,14.46,65.58,7.78,30.7,63.14,Inox,Frezare,340,1,Vibratii
76,Freza,FREZA CARBURA Ø10 4F,2246,1077.93,0.73,13.02,68.43,0.94,19.4,61.22,Otel,Frezare,213,0,Niciunul
77,Freza,FREZA CARBURA Ø10 4F,5334,695.8,2.93,12.9,63.82,0.67,12.4,66.81,Aluminiu,Frezare,83,0,Niciunul
78,Freza,FREZA CARBURA Ø10 4F,5759,1147.17,2.41,14.95,84.11,3.73,71.5,67.68,Aluminiu,Frezare,241,1,Uzura excesiva
79,Freza,FREZA CARBURA Ø10 4F,3741,400.71,1.48,8.2,102.74,0.53,34.7,72.63,Aluminiu,Frezare,41,1,Supraincalzire
80,Freza,FREZA CARBURA Ø10 4F,5971,422.11,2.12,9.79,69.8,1.86,2.8,72.96,Inox,Frezare,23,0,Niciunul
81,Freza,FREZA CARBURA Ø10 4F,4240,274.35,0.33,7.26,58.85,0.57,17.3,66.06,Inox,Frezare,494,0,Niciunul
82,Freza,FREZA CARBURA Ø10 4F,2878,1073.92,2.79,13.17,90.25,2.13,32.3,63.7,Inox,Frezare,346,1,Supraincalzire
83,Freza,FREZA CARBURA Ø10 4F,5862,639.28,2.53,9.0,83.5,1.14,61.9,70.27,Otel,Frezare,343,1,Uzura excesiva
84,Freza,FREZA CARBURA Ø10 4F,2447,940.32,0.13,17.43,64.2,1.47,15.2,61.85,Inox,Frezare,120,0,Niciunul
85,Freza,FREZA CARBURA Ø10 4F,5614,875.7,1.55,16.89,87.58,0.83,22.8,60.94,Aluminiu,Frezare,418,1,Supraincalzire
86,Freza,FREZA CARBURA Ø10 4F,4999,610.39,1.03,7.17,52.53,10.04,42.3,65.58,Inox,Frezare,214,1,Vibratii
87,Freza,FREZA CARBURA Ø10 4F,4494,491.73,0.78,6.37,50.51,0.93,15.0,70.68,Otel,Frezare,88,0,Niciunul
88,Freza,FREZA CARBURA Ø10 4F,3197,842.48,0.66,15.35,70.19,2.57,75.1,72.17,Otel,Frezare,358,1,Niciunul
89,Freza,FREZA CARBURA Ø10 4F,1899,1165.93,1.11,14.21,53.61,2.31,66.6,62.19,Otel,Frezare,456,1,Uzura excesiva
90,Freza,FREZA CARBURA Ø10 4F,4909,680.5,1.31,16.79,81.78,4.61,42.9,72.3,Otel,Frezare,326,1,Vibratii
91,Freza,FREZA CARBURA Ø10 4F,3049,956.21,0.59,5.37,56.64,1.51,14.5,67.5,Aluminiu,Frezare,28,0,Niciunul
92,Freza,FREZA CARBURA Ø10 4F,5211,365.79,2.75,19.82,84.3,6.63,40.1,61.22,Inox,Frezare,481,1,Niciunul
93,Freza,FREZA CARBURA Ø10 4F,1565,1034.17,1.64,16.71,68.38,1.4,14.4,61.53,Aluminiu,Frezare,81,0,Niciunul
94,Freza,FREZA CARBURA Ø10 4F,2794,856.79,2.43,13.23,69.81,1.58,5.3,63.47,Otel,Frezare,370,0,Niciunul
95,Freza,FREZA CARBURA Ø10 4F,2466,793.69,2.17,7.41,39.76,1.61,1.8,68.25,Otel,Frezare,138,0,Niciunul
96,Freza,FREZA CARBURA Ø10 4F,5820,642.62,1.56,10.44,96.51,1.51,20.3,67.46,Aluminiu,Frezare,332,1,Supraincalzire
97,Freza,FREZA CARBURA Ø10 4F,4162,357.92,1.58,17.2,53.58,0.56,8.0,68.16,Inox,Frezare,38,0,Niciunul
98,Freza,FREZA CARBURA Ø10 4F,2091,1054.72,0.81,14.68,52.69,0.68,14.0,61.72,Aluminiu,Frezare,329,0,Niciunul
99,Freza,FREZA CARBURA Ø10 4F,5630,1006.48,2.33,14.47,47.54,1.44,11.0,70.69,Otel,Frezare,324,0,Niciunul
100,Freza,FREZA CARBURA Ø10 4F,3167,1102.47,2.73,5.87,50.01,1.31,63.6,65.34,Inox,Frezare,284,1,Uzura excesiva
101,Freza,FREZA CARBURA Ø10 4F,5219,825.71,1.05,11.71,83.68,2.23,59.9,69.62,Otel,Frezare,9,1,Uzura excesiva
102,Freza,FREZA CARBURA Ø10 4F,2784,563.36,0.88,5.92,108.83,1.74,37.8,66.15,Aluminiu,Frezare,283,1,Niciunul
103,Freza,FREZA CARBURA Ø10 4F,2141,1112.07,2.55,17.71,113.42,0.53,34.4,72.15,Aluminiu,Frezare,113,1,Supraincalzire
104,Freza,FREZA CARBURA Ø10 4F,5263,1133.73,1.69,13.38,46.03,1.76,6.4,62.73,Otel,Frezare,141,0,Niciunul
105,Freza,FREZA CARBURA Ø10 4F,4288,1184.23,1.51,9.49,69.63,1.83,14.2,67.45,Inox,Frezare,118,0,Niciunul
106,Freza,FREZA CARBURA Ø10 4F,3553,1055.02,0.54,19.8,102.47,3.85,26.6,74.11,Aluminiu,Frezare,484,1,Supraincalzire
107,Freza,FREZA CARBURA Ø10 4F,4118,1068.74,2.8,5.01,68.09,0.63,13.0,74.23,Inox,Frezare,206,0,Niciunul
108,Freza,FREZA CARBURA Ø10 4F,3664,1009.21,2.7,9.17,82.32,0.83,25.6,64.65,Otel,Frezare,352,1,Supraincalzire
109,Freza,FREZA CARBURA Ø10 4F,2111,238.43,0.32,14.85,105.12,3.66,24.7,61.99,Otel,Frezare,179,1,Supraincalzire
110,Freza,FREZA CARBURA Ø10 4F,2922,763.79,1.91,12.98,51.61,0.8,12.6,72.7,Otel,Frezare,194,0,Niciunul
111,Freza,FREZA CARBURA Ø10 4F,3899,520.48,1.25,18.51,111.47,2.16,37.6,70.45,Inox,Frezare,372,1,Supraincalzire
112,Freza,FREZA CARBURA Ø10 4F,3059,307.76,1.34,15.26,84.49,3.31,10.6,65.71,Inox,Frezare,337,1,Supraincalzire
113,Freza,FREZA CARBURA Ø10 4F,3324,1077.91,2.95,9.82,55.74,1.44,19.8,67.07,Inox,Frezare,272,0,Niciunul
114,Freza,FREZA CARBURA Ø10 4F,4204,1157.06,1.47,9.74,62.92,0.72,8.9,65.63,Otel,Frezare,316,0,Niciunul
115,Freza,FREZA CARBURA Ø10 4F,3942,1001.96,2.1,13.31,49.56,1.29,15.4,67.77,Aluminiu,Frezare,109,0,Niciunul
116,Freza,FREZA CARBURA Ø10 4F,1925,1130.9,1.91,6.76,41.58,0.7,6.7,66.66,Aluminiu,Frezare,366,0,Niciunul
117,Freza,FREZA CARBURA Ø10 4F,2869,782.51,1.32,6.33,111.62,1.2,38.5,61.72,Otel,Frezare,293,1,Supraincalzire
118,Freza,FREZA CARBURA Ø10 4F,5083,634.19,0.89,14.56,70.59,1.84,58.2,72.58,Inox,Frezare,202,1,Uzura excesiva
119,Freza,FREZA CARBURA Ø10 4F,2652,1109.5,0.64,19.64,43.58,0.5,11.6,67.62,Otel,Frezare,227,0,Niciunul
120,Freza,FREZA CARBURA Ø10 4F,3948,941.53,1.12,7.41,89.99,2.58,28.9,72.09,Inox,Frezare,56,1,Supraincalzire
121,Freza,FREZA CARBURA Ø10 4F,1984,462.21,2.03,12.65,50.27,1.09,14.8,63.39,Otel,Frezare,457,0,Niciunul
122,Freza,FREZA CARBURA Ø10 4F,3061,516.48,0.88,15.94,68.8,0.94,3.4,69.78,Inox,Frezare,137,0,Niciunul
123,Freza,FREZA CARBURA Ø10 4F,1676,480.48,2.49,8.58,47.05,1.21,4.9,67.81,Otel,Frezare,321,0,Niciunul
124,Freza,FREZA CARBURA Ø10 4F,3851,512.08,1.12,17.62,37.91,0.68,8.4,69.31,Aluminiu,Frezare,341,0,Niciunul
125,Freza,FREZA CARBURA Ø10 4F,2765,1182.73,0.33,6.57,67.7,3.59,33.9,69.99,Aluminiu,Frezare,319,1,Vibratii
126,Freza,FREZA CARBURA Ø10 4F,5369,440.88,2.93,14.53,82.54,3.07,67.9,65.07,Inox,Frezare,413,1,Uzura excesiva
127,Freza,FREZA CARBURA Ø10 4F,1968,986.4,1.09,10.07,56.26,4.14,40.1,67.55,Otel,Frezare,89,1,Uzura excesiva
128,Freza,FREZA CARBURA Ø10 4F,5091,1078.81,2.72,10.92,69.09,0.78,9.4,60.0,Otel,Frezare,229,0,Niciunul
129,Freza,FREZA CARBURA Ø10 4F,5631,743.12,0.98,18.9,58.35,1.89,19.4,65.36,Inox,Frezare,291,0,Niciunul
130,Freza,FREZA CARBURA Ø10 4F,3327,369.36,2.41,13.36,108.39,3.29,38.2,62.07,Otel,Frezare,109,1,Supraincalzire
131,Freza,FREZA CARBURA Ø10 4F,5332,350.14,1.03,14.15,83.53,5.78,44.0,62.24,Otel,Frezare,303,1,Niciunul
132,Freza,FREZA CARBURA Ø10 4F,2646,1147.74,1.09,12.98,39.72,1.64,2.5,62.39,Aluminiu,Frezare,20,0,Niciunul
133,Freza,FREZA CARBURA Ø10 4F,3013,1110.96,0.78,15.61,61.51,3.2,51.1,73.16,Inox,Frezare,43,1,Uzura excesiva
134,Freza,FREZA CARBURA Ø10 4F,5558,320.91,1.32,13.43,45.92,1.42,9.1,66.34,Aluminiu,Frezare,178,0,Niciunul
135,Freza,FREZA CARBURA Ø10 4F,4258,944.87,1.14,8.14,66.53,0.94,0.3,63.45,Inox,Frezare,156,0,Niciunul
136,Freza,FREZA CARBURA Ø10 4F,4457,761.37,1.12,15.08,46.75,1.99,0.7,71.19,Aluminiu,Frezare,317,0,Niciunul
137,Freza,FREZA CARBURA Ø10 4F,5057,738.97,0.38,5.56,62.35,3.15,51.4,69.86,Aluminiu,Frezare,383,1,Uzura excesiva
138,Freza,FREZA CARBURA Ø10 4F,5596,295.68,0.13,18.24,53.44,3.97,79.5,69.05,Aluminiu,Frezare,311,1,Uzura excesiva
139,Freza,FREZA CARBURA Ø10 4F,4729,989.02,0.14,7.45,100.24,3.35,32.3,61.33,Inox,Frezare,244,1,Supraincalzire
140,Freza,FREZA CARBURA Ø10 4F,4680,1024.19,0.81,19.28,89.99,6.56,35.8,64.52,Otel,Frezare,471,1,Vibratii
141,Freza,FREZA CARBURA Ø10 4F,3355,783.38,1.57,18.89,83.21,1.33,56.2,63.62,Aluminiu,Frezare,309,1,Uzura excesiva
142,Freza,FREZA CARBURA Ø10 4F,1970,683.3,2.77,13.01,51.7,6.48,50.3,74.34,Aluminiu,Frezare,26,1,Vibratii
143,Freza,FREZA CARBURA Ø10 4F,2784,531.74,2.63,7.86,36.8,1.03,19.4,70.94,Aluminiu,Frezare,85,0,Niciunul
144,Freza,FREZA CARBURA Ø10 4F,2342,1016.57,1.9,18.58,47.0,0.52,2.3,68.45,Aluminiu,Frezare,241,0,Niciunul
145,Freza,FREZA CARBURA Ø10 4F,5078,1065.59,2.26,14.12,69.06,0.79,3.5,62.37,Inox,Frezare,251,0,Niciunul
146,Freza,FREZA CARBURA Ø10 4F,1515,343.4,2.47,11.01,62.63,10.54,51.1,69.88,Inox,Frezare,399,1,Vibratii
147,Freza,FREZA CARBURA Ø10 4F,2222,690.76,1.97,7.66,47.62,0.92,4.1,63.49,Aluminiu,Frezare,154,0,Niciunul
148,Freza,FREZA CARBURA Ø10 4F,2610,1028.11,0.49,7.77,115.31,3.78,15.5,63.01,Inox,Frezare,54,1,Supraincalzire
149,Freza,FREZA CARBURA Ø10 4F,5790,760.15,0.9,5.65,44.76,0.71,13.4,60.37,Otel,Frezare,264,0,Niciunul
150,Freza,FREZA CARBURA Ø10 4F,2549,1093.45,1.21,8.41,37.21,1.83,7.9,74.69,Aluminiu,Frezare,398,0,Niciunul
151,Freza,FREZA CARBURA Ø10 4F,3168,343.68,0.82,19.76,61.22,4.47,41.0,71.92,Aluminiu,Frezare,144,1,Vibratii
152,Freza,FREZA CARBURA Ø10 4F,2473,1024.57,2.43,19.32,55.08,7.15,37.0,71.01,Inox,Frezare,267,1,Vibratii
153,Freza,FREZA CARBURA Ø10 4F,2974,1065.81,2.92,6.36,66.23,1.97,0.1,69.51,Aluminiu,Frezare,78,0,Niciunul
154,Freza,FREZA CARBURA Ø10 4F,4336,524.33,1.52,11.05,55.09,1.79,6.2,66.84,Otel,Frezare,79,0,Niciunul
155,Freza,FREZA CARBURA Ø10 4F,5032,977.92,1.91,19.63,42.22,0.62,6.6,60.01,Otel,Frezare,381,0,Niciunul
156,Freza,FREZA CARBURA Ø10 4F,2900,362.9,2.95,8.01,54.12,9.7,50.6,60.03,Otel,Frezare,481,1,Vibratii
157,Freza,FREZA CARBURA Ø10 4F,3493,531.62,2.1,17.75,100.89,3.1,38.4,73.71,Aluminiu,Frezare,310,1,Supraincalzire
158,Freza,FREZA CARBURA Ø10 4F,5685,851.91,0.27,5.34,48.57,1.61,5.4,70.81,Otel,Frezare,76,0,Niciunul
159,Freza,FREZA CARBURA Ø10 4F,4971,836.27,1.19,8.64,45.44,1.35,19.9,62.88,Inox,Frezare,330,0,Niciunul
160,Freza,FREZA CARBURA Ø10 4F,4556,1120.63,2.28,15.24,59.79,3.1,72.9,72.38,Aluminiu,Frezare,187,1,Uzura excesiva
161,Freza,FREZA CARBURA Ø10 4F,1585,918.29,0.22,10.7,86.78,4.57,41.4,70.91,Aluminiu,Frezare,423,1,Uzura excesiva
162,Freza,FREZA CARBURA Ø10 4F,3881,1082.42,0.55,19.61,73.03,3.88,46.5,68.0,Aluminiu,Frezare,174,1,Niciunul
163,Freza,FREZA CARBURA Ø10 4F,4569,692.75,0.76,10.1,54.37,4.98,44.7,71.25,Otel,Frezare,75,1,Uzura excesiva
164,Freza,FREZA CARBURA Ø10 4F,5746,685.47,2.4,17.76,66.31,0.68,18.6,68.49,Inox,Frezare,311,0,Niciunul
165,Freza,FREZA CARBURA Ø10 4F,4530,1191.04,0.64,17.0,72.41,4.51,67.8,66.68,Aluminiu,Frezare,51,1,Uzura excesiva
166,Freza,FREZA CARBURA Ø10 4F,2783,650.68,0.32,15.45,88.82,10.71,26.7,69.47,Otel,Frezare,270,1,Vibratii
167,Freza,FREZA CARBURA Ø10 4F,4880,647.44,0.94,9.26,46.43,1.4,13.9,63.05,Inox,Frezare,403,0,Niciunul
168,Freza,FREZA CARBURA Ø10 4F,3081,1030.33,1.52,6.38,65.85,4.58,55.9,63.23,Aluminiu,Frezare,139,1,Uzura excesiva
169,Freza,FREZA CARBURA Ø10 4F,1926,490.21,2.31,11.6,48.67,1.73,15.9,60.04,Otel,Frezare,109,0,Niciunul
170,Freza,FREZA CARBURA Ø10 4F,1669,479.8,2.03,16.16,56.4,1.94,8.7,69.07,Aluminiu,Frezare,413,0,Niciunul
171,Freza,FREZA CARBURA Ø10 4F,4872,879.5,2.38,18.46,69.14,0.55,15.8,68.72,Otel,Frezare,255,0,Niciunul
172,Freza,FREZA CARBURA Ø10 4F,1528,427.84,0.33,5.65,38.88,0.7,13.3,61.1,Otel,Frezare,4,0,Niciunul
173,Freza,FREZA CARBURA Ø10 4F,2202,1058.37,2.08,10.72,80.1,1.56,25.4,62.18,Otel,Frezare,371,1,Supraincalzire
174,Freza,FREZA CARBURA Ø10 4F,4040,1137.87,1.7,13.96,53.11,1.28,11.0,73.48,Aluminiu,Frezare,120,0,Niciunul
175,Freza,FREZA CARBURA Ø10 4F,3771,477.78,2.69,14.86,45.2,1.71,8.2,68.25,Aluminiu,Frezare,82,0,Niciunul
176,Freza,FREZA CARBURA Ø10 4F,4303,209.63,0.6,18.91,37.34,1.38,10.6,66.23,Inox,Frezare,126,0,Niciunul
177,Freza,FREZA CARBURA Ø10 4F,2476,668.24,1.71,5.5,81.37,8.52,58.4,61.47,Aluminiu,Frezare,153,1,Vibratii
178,Freza,FREZA CARBURA Ø10 4F,2976,972.07,2.59,9.92,35.45,0.72,5.6,67.38,Aluminiu,Frezare,263,0,Niciunul
179,Freza,FREZA CARBURA Ø10 4F,2542,897.88,1.91,19.35,40.98,0.74,19.1,69.78,Otel,Frezare,160,0,Niciunul
180,Freza,FREZA CARBURA Ø10 4F,3262,915.32,0.25,19.91,68.34,1.38,11.7,68.12,Inox,Frezare,35,0,Niciunul
181,Freza,FREZA CARBURA Ø10 4F,4256,546.65,0.87,14.22,66.12,1.74,4.5,74.58,Inox,Frezare,481,0,Niciunul
182,Freza,FREZA CARBURA Ø10 4F,5154,959.62,1.51,16.18,69.61,4.54,73.6,70.8,Inox,Frezare,225,1,Uzura excesiva
