ID_Scula,Tip_Scula,Model_Scula,Turatie_RPM,Avans_mm_min,Adancime_Aschiere_mm,Debit_Lichid_racire_L_min,Temperatura_C,Vibratii_mm_s,Uzura_procent,Zgomot_dB,Material_Prelucrat,Tip_Operatie,ID_Lot,Scula_Defecta,Tip_Defect
228,Freza,FREZA CARBURA Ø10 4F,4140,1014.58,1.52,11.39,77.05,2.05,52.0,65.57,Otel,Frezare,337,1,Uzura excesiva
401,Placuta amovibila,WNMG080408,2869,884.14,1.37,11.9,71.99,1.85,44.2,60.07,Otel,Strunjire,338,1,Uzura excesiva
16,Burghiu,HSS DRILL Ø6,4376,1010.23,2.51,6.18,62.84,1.11,13.5,60.65,Otel,Gaurire,433,0,Niciunul
346,Freza,FREZA CARBURA Ø10 4F,5321,411.73,2.0,17.3,37.52,1.66,16.5,72.5,Aluminiu,Frezare,156,0,Niciunul
469,Placuta amovibila,WNMG080408,3838,579.79,1.04,17.26,79.7,5.19,43.1,63.63,Aluminiu,Strunjire,218,1,Vibratii
27,Burghiu,HSS DRILL Ø6,1732,1015.16,1.77,17.05,61.27,1.98,3.5,65.07,Otel,Gaurire,212,0,Niciunul
410,Tarod,TAROD M10 ISO2,5346,890.53,1.13,6.74,85.15,3.73,39.9,72.04,Aluminiu,Filetare,199,1,Supraincalzire
569,Burghiu,HSS DRILL Ø6,5854,622.92,1.98,12.82,58.47,10.84,30.6,61.88,Aluminiu,Gaurire,426,1,Vibratii
81,Burghiu,CARBIDE DRILL Ø12,5549,428.7,0.96,9.4,57.57,2.59,77.9,74.36,Aluminiu,Gaurire,493,1,Uzura excesiva
538,Burghiu,CARBIDE DRILL Ø12,3920,1070.44,1.04,16.99,49.25,0.71,13.6,62.85,Aluminiu,Gaurire,97,0,Niciunul
583,Freza,FREZA HSS Ø8 2F,5533,598.93,0.6,6.66,97.93,0.98,32.8,74.27,Otel,Frezare,3,1,Supraincalzire
129,Tarod,TAROD M10 ISO2,4957,990.11,1.97,11.33,37.88,1.41,7.3,72.02,Aluminiu,Filetare,442,0,Niciunul
131,Burghiu,HSS DRILL Ø6,2782,1002.89,0.17,6.72,59.45,0.85,4.6,72.51,Inox,Gaurire,379,0,Niciunul
210,Placuta amovibila,WNMG080408,3240,837.06,2.55,6.2,59.33,1.85,5.8,69.69,Inox,Strunjire,6,0,Niciunul
418,Freza,FREZA HSS Ø8 2F,4265,741.0,1.47,18.35,40.72,1.6,9.4,64.76,Aluminiu,Frezare,78,0,Niciunul
155,Freza,FREZA HSS Ø8 2F,1558,408.17,1.26,9.49,68.89,1.85,4.4,65.43,Aluminiu,Frezare,272,0,Niciunul
32,Freza,FREZA HSS Ø8 2F,5311,425.38,0.31,5.13,61.26,1.15,3.3,63.37,Otel,Frezare,406,0,Niciunul
496,Tarod,TAROD M10 ISO2,4975,620.92,2.59,19.02,52.89,0.53,3.6,66.66,Aluminiu,Filetare,444,0,Niciunul
443,Burghiu,HSS DRILL Ø6,2805,405.39,1.8,16.11,81.61,5.92,59.3,73.28,Inox,Gaurire,16,1,Vibratii
545,Burghiu,CARBIDE DRILL Ø12,3524,427.55,2.12,14.94,49.58,1.13,0.1,63.05,Otel,Gaurire,35,0,Niciunul
414,Placuta amovibila,CNMG120408,4908,1149.91,0.53,5.84,89.26,1.16,24.0,68.78,Otel,Strunjire,18,1,Supraincalzire
191,Tarod,TAROD M10 ISO2,4859,533.16,1.17,13.12,86.79,3.31,62.9,63.52,Aluminiu,Filetare,47,1,Uzura excesiva
19,Freza,FREZA HSS Ø8 2F,3179,892.81,1.1,9.04,80.77,3.15,79.3,70.1,Otel,Frezare,231,1,Uzura excesiva
426,Tarod,TAROD M10 ISO2,4794,590.53,0.51,9.35,40.87,0.91,1.4,70.53,Inox,Filetare,345,0,Niciunul
404,Freza,FREZA HSS Ø8 2F,2811,248.45,1.51,9.96,114.92,1.03,37.9,70.55,Aluminiu,Frezare,474,1,Supraincalzire
340,Freza,FREZA HSS Ø8 2F,2190,1020.45,2.37,16.42,78.56,4.81,60.1,61.85,Inox,Frezare,63,1,Uzura excesiva
51,Tarod,TAROD M10 ISO2,2322,657.02,1.92,7.51,39.45,1.13,18.3,73.66,Aluminiu,Filetare,268,0,Niciunul
96,Placuta amovibila,CNMG120408,2472,975.84,2.53,6.31,44.13,1.34,5.9,66.11,Inox,Strunjire,359,0,Niciunul
488,Freza,FREZA HSS Ø8 2F,2608,872.5,2.45,16.48,87.58,1.06,12.7,66.44,Inox,Frezare,296,1,Supraincalzire
502,Tarod,TAROD M10 ISO2,2315,663.11,1.98,8.0,80.52,2.84,10.1,66.79,Aluminiu,Filetare,120,1,Supraincalzire
207,Placuta amovibila,CNMG120408,4324,338.69,0.68,18.43,49.35,1.1,0.6,62.19,Inox,Strunjire,40,0,Niciunul
431,Placuta amovibila,CNMG120408,2044,1167.0,2.39,17.28,57.19,0.69,16.1,72.64,Inox,Strunjire,46,0,Niciunul
449,Freza,FREZA HSS Ø8 2F,1858,358.54,0.45,6.59,42.7,1.59,14.9,69.38,Inox,Frezare,339,0,Niciunul
324,Freza,FREZA CARBURA Ø10 4F,3607,1160.38,2.83,7.92,86.7,2.39,13.7,69.02,Inox,Frezare,342,1,Supraincalzire
47,Placuta amovibila,CNMG120408,3109,617.11,0.36,13.07,63.31,9.38,48.5,74.93,Aluminiu,Strunjire,111,1,Vibratii
160,Freza,FREZA HSS Ø8 2F,2694,253.88,1.28,8.08,57.22,1.41,9.2,61.88,Aluminiu,Frezare,313,0,Niciunul
259,Tarod,TAROD M10 ISO2,1908,350.61,1.14,17.65,68.05,4.98,31.2,70.14,Otel,Filetare,8,1,Vibratii
185,Burghiu,CARBIDE DRILL Ø12,3684,838.23,2.1,14.72,66.97,4.4,36.9,62.42,Otel,Gaurire,233,1,Vibratii
431,Burghiu,HSS DRILL Ø6,4969,871.46,2.56,6.75,67.02,1.99,0.5,66.29,Aluminiu,Gaurire,187,0,Niciunul
207,Tarod,TAROD M10 ISO2,3055,625.0,0.12,13.37,99.1,0.59,20.8,70.79,Otel,Filetare,133,1,Supraincalzire
338,Burghiu,CARBIDE DRILL Ø12,2325,476.75,1.82,9.19,63.48,2.71,64.0,66.81,Otel,Gaurire,460,1,Uzura excesiva
3,Burghiu,CARBIDE DRILL Ø12,3814,608.29,0.31,9.35,54.74,0.77,19.0,67.31,Aluminiu,Gaurire,360,0,Niciunul
143,Placuta amovibila,CNMG120408,4880,816.77,0.99,11.07,94.88,1.75,31.5,71.16,Otel,Strunjire,57,1,Supraincalzire
352,Freza,FREZA HSS Ø8 2F,1790,420.86,2.42,19.13,77.49,5.9,52.4,63.45,Otel,Frezare,90,1,Vibratii
