ID_Scula,Tip_Scula,Model_Scula,Turatie_RPM,Avans_mm_min,Adancime_Aschiere_mm,Debit_Lichid_racire_L_min,Temperatura_C,Vibratii_mm_s,Uzura_procent,Zgomot_dB,Material_Prelucrat,Tip_Operatie,ID_Lot,Scula_Defecta,Tip_Defect
35,Freza,FREZA CARBURA Ø10 4F,4304,208.9,2.49,5.38,49.78,0.76,3.6,69.99,Inox,Frezare,28,0,Niciunul
36,Freza,FREZA CARBURA Ø10 4F,2750,288.42,2.62,12.07,37.38,0.72,1.8,74.53,Otel,Frezare,424,0,Niciunul
37,Freza,FREZA CARBURA Ø10 4F,4280,1104.46,1.79,10.74,158.99,5.18,42.7,87.44,Aluminiu,Frezare,480,1,Supraincalzire
38,Freza,FREZA CARBURA Ø10 4F,4798,239.26,0.28,13.1,124,4.22,88.3,98.24,Inox,Frezare,236,1,Vibratii
39,Freza,FREZA CARBURA Ø10 4F,3737,393.54,2.88,5.27,97.92,3.42,52.8,92.66,Inox,Frezare,269,1,Vibratii
40,Freza,FREZA CARBURA Ø10 4F,4787,659.36,1.29,5.22,137.87,8.92,59.1,90.96,Inox,Frezare,313,1,Vibratii
41,Freza,FREZA CARBURA Ø10 4F,5648,331.86,2.79,15.94,62.7,1.63,2.3,70.45,Aluminiu,Frezare,26,0,Niciunul
42,Freza,FREZA CARBURA Ø10 4F,4809,1157.93,0.45,8.64,53.23,1.16,5.1,64.26,Aluminiu,Frezare,1,0,Niciunul
43,Freza,FREZA CARBURA Ø10 4F,2180,702.83,2.74,14.73,40.93,1.34,11.5,72.53,Aluminiu,Frezare,326,0,Niciunul
44,Freza,FREZA CARBURA Ø10 4F,2851,491.66,0.42,12.38,134.35,11.32,86.8,88.17,Otel,Frezare,371,1,Uzura excesiva
45,Freza,FREZA CARBURA Ø10 4F,4806,589.56,2.19,17.73,36.87,1.76,12.6,72.6,Otel,Frezare,264,0,Niciunul
46,Freza,FREZA CARBURA Ø10 4F,3619,786.85,2.38,16.78,46.65,1.6,8.2,69.04,Aluminiu,Frezare,413,0,Niciunul
47,Freza,FREZA CARBURA Ø10 4F,4755,1032.46,0.26,17.71,56.77,1.41,12.3,63.08,Otel,Frezare,497,0,Niciunul
48,Freza,FREZA CARBURA Ø10 4F,5104,946.98,0.46,12.06,107.68,11.4,64.3,87.33,Otel,Frezare,449,1,Vibratii
49,Freza,FREZA CARBURA Ø10 4F,3825,428.72,1.43,16.3,60.03,1.66,6.5,72.89,Otel,Frezare,240,0,Niciunul
50,Freza,FREZA CARBURA Ø10 4F,3769,504.79,2.63,10.01,55.92,0.86,1.8,65.74,Otel,Frezare,349,0,Niciunul
51,Freza,FREZA CARBURA Ø10 4F,3592,350.68,2.43,18.99,42.35,1,0.2,61.76,Inox,Frezare,117,0,Niciunul
52,Freza,FREZA CARBURA Ø10 4F,2906,289.93,2.62,14.1,38.6,0.96,0.5,74.49,Aluminiu,Frezare,72,0,Niciunul
53,Freza,FREZA CARBURA Ø10 4F,2599,482.64,0.63,5.54,151.66,4.28,71.8,93.49,Inox,Frezare,278,1,Supraincalzire
54,Freza,FREZA CARBURA Ø10 4F,2282,708.1,2,5.17,56.69,1.91,10.7,62.35,Inox,Frezare,398,0,Niciunul
55,Freza,FREZA CARBURA Ø10 4F,4599,526.59,0.79,8.62,69.3,0.98,14.1,70.36,Otel,Frezare,302,0,Niciunul
56,Freza,FREZA CARBURA Ø10 4F,5140,975.71,0.74,18.46,52.91,1.97,10.4,66.95,Inox,Frezare,449,0,Niciunul
57,Freza,FREZA CARBURA Ø10 4F,4480,984.88,1.97,8.36,43.22,0.72,11.9,64.03,Aluminiu,Frezare,21,0,Niciunul
58,Freza,FREZA CARBURA Ø10 4F,3397,582.05,0.77,6.89,49.89,0.51,12.5,66.14,Aluminiu,Frezare,33,0,Niciunul
59,Freza,FREZA CARBURA Ø10 4F,4119,291.27,2.89,7.45,64.28,1.72,2.5,71.89,Aluminiu,Frezare,244,0,Niciunul
60,Freza,FREZA CARBURA Ø10 4F,3890,333.76,0.43,8.09,41.59,0.59,9.2,68.84,Inox,Frezare,191,0,Niciunul
61,Freza,FREZA CARBURA Ø10 4F,4635,1027.99,2.18,14.62,39.98,0.76,19.6,72.36,Otel,Frezare,294,0,Niciunul
62,Freza,FREZA CARBURA Ø10 4F,4324,630.73,2.64,15.28,49.15,1.13,2,69.49,Inox,Frezare,308,0,Niciunul
63,Freza,FREZA CARBURA Ø10 4F,5845,240.29,0.43,13.76,108.06,3.83,70.7,92.53,Otel,Frezare,248,1,Supraincalzire
64,Freza,FREZA CARBURA Ø10 4F,2682,600.35,0.72,6.73,141.6,11.33,87.2,90.44,Otel,Frezare,222,1,Vibratii
65,Freza,FREZA CARBURA Ø10 4F,5572,813.99,2.42,12,153.39,10.83,70.7,93.19,Otel,Frezare,479,1,Uzura excesiva
66,Freza,FREZA CARBURA Ø10 4F,3191,1133.27,2.99,13.12,48.06,0.87,19.8,66.17,Aluminiu,Frezare,302,0,Niciunul
67,Freza,FREZA CARBURA Ø10 4F,3575,719.44,0.37,13.3,57.65,1.96,17,65.92,Inox,Frezare,420,0,Niciunul
68,Freza,FREZA CARBURA Ø10 4F,4800,369.06,1.88,11.12,68.12,0.57,18.4,61.54,Otel,Frezare,193,0,Niciunul
69,Freza,FREZA CARBURA Ø10 4F,2086,1025.65,1.63,16.65,43.06,1.54,1.5,64.95,Otel,Frezare,54,0,Niciunul
70,Freza,FREZA CARBURA Ø10 4F,5916,864.3,1.97,18.02,112.47,3.14,62.9,96.13,Aluminiu,Frezare,351,1,Uzura excesiva
71,Freza,FREZA CARBURA Ø10 4F,5395,769.74,1.92,17.25,55.58,0.84,17.7,63.63,Inox,Frezare,483,0,Niciunul
72,Freza,FREZA CARBURA Ø10 4F,5348,476.25,0.47,10.82,62.9,1.05,14,68.55,Aluminiu,Frezare,389,0,Niciunul
73,Freza,FREZA CARBURA Ø10 4F,5641,640.98,0.6,9.18,49.46,1.31,12,73.47,Otel,Frezare,399,0,Niciunul
74,Freza,FREZA CARBURA Ø10 4F,5007,555.08,2.85,10.69,153.43,8.06,67.5,93.87,Otel,Frezare,312,1,Vibratii
75,Freza,FREZA CARBURA Ø10 4F,4605,204.17,0.27,16.86,58.94,0.69,17.2,69.25,Inox,Frezare,357,0,Niciunul
76,Freza,FREZA CARBURA Ø10 4F,3092,1130.1,2.79,14.68,145.77,3.03,53.7,85.26,Inox,Frezare,35,1,Vibratii
77,Freza,FREZA CARBURA Ø10 4F,4340,1068.78,1.01,6.82,62.31,1.44,6.9,62.12,Aluminiu,Frezare,281,0,Niciunul
78,Freza,FREZA CARBURA Ø10 4F,2431,461.76,2.53,16.11,68.38,1.67,3.6,69.44,Otel,Frezare,49,0,Niciunul
79,Freza,FREZA CARBURA Ø10 4F,1516,1190.34,0.49,8.98,46.68,1.13,3,74.09,Aluminiu,Frezare,470,0,Niciunul
80,Freza,FREZA CARBURA Ø10 4F,3698,279.59,2.66,10.45,40.96,1.46,12.5,69.14,Aluminiu,Frezare,132,0,Niciunul
81,Freza,FREZA CARBURA Ø10 4F,3304,1157.42,2.59,9.99,121.17,8.92,73.7,91.48,Aluminiu,Frezare,150,1,Vibratii
82,Freza,FREZA CARBURA Ø10 4F,3277,765.22,0.94,16.06,108.54,4.06,62.4,95.66,Otel,Frezare,482,1,Uzura excesiva
83,Freza,FREZA CARBURA Ø10 4F,4733,392.77,0.74,11,65.45,1.46,14.7,67.63,Aluminiu,Frezare,447,0,Niciunul
84,Freza,FREZA CARBURA Ø10 4F,3344,748.93,2.53,12.6,66.18,1.79,6.5,69.29,Inox,Frezare,200,0,Niciunul
85,Freza,FREZA CARBURA Ø10 4F,2505,1171.34,2.69,14.78,39.49,1.09,6.2,62.16,Otel,Frezare,27,0,Niciunul
86,Freza,FREZA CARBURA Ø10 4F,5670,689.51,0.7,11.91,50.3,1.53,11.3,64.72,Otel,Frezare,293,0,Niciunul
87,Freza,FREZA CARBURA Ø10 4F,4969,941.95,0.21,8.06,59.55,1.85,18.4,67.45,Inox,Frezare,314,0,Niciunul
88,Freza,FREZA CARBURA Ø10 4F,4739,512.79,0.82,17.81,64.34,1.62,4.9,69.29,Inox,Frezare,360,0,Niciunul
89,Freza,FREZA CARBURA Ø10 4F,2003,543.85,2.62,9.22,140.45,8.76,81.3,85.85,Otel,Frezare,492,1,Supraincalzire
90,Freza,FREZA CARBURA Ø10 4F,1906,376.73,0.64,10.14,66.97,1.4,15.5,63.76,Otel,Frezare,421,0,Niciunul
91,Freza,FREZA CARBURA Ø10 4F,2952,494.54,1.24,10.38,112.36,4.68,93.6,87.01,Aluminiu,Frezare,471,1,Uzura excesiva
92,Freza,FREZA CARBURA Ø10 4F,5463,751.62,1.51,16.76,61.74,1.07,0.4,67.83,Inox,Frezare,98,0,Niciunul
93,Freza,FREZA CARBURA Ø10 4F,5574,320.81,2.26,13.98,63.59,0.87,15.2,70.51,Aluminiu,Frezare,79,0,Niciunul
94,Freza,FREZA CARBURA Ø10 4F,2063,824.34,1.06,17.75,48.64,1.62,4.9,62.55,Inox,Frezare,48,0,Niciunul
95,Freza,FREZA CARBURA Ø10 4F,3793,677.63,1.52,7.24,47.63,1.46,8.8,64.5,Otel,Frezare,306,0,Niciunul
96,Freza,FREZA CARBURA Ø10 4F,5691,966.31,1.55,13.67,43.76,1.51,16.8,61.9,Aluminiu,Frezare,372,0,Niciunul
97,Freza,FREZA CARBURA Ø10 4F,1745,658.35,0.76,17.57,40.74,1.07,17.4,68.72,Inox,Frezare,97,0,Niciunul
98,Freza,FREZA CARBURA Ø10 4F,2961,364.7,2.26,14.06,52.45,1.8,1.5,65.95,Inox,Frezare,68,0,Niciunul
99,Freza,FREZA CARBURA Ø10 4F,2972,1187.87,1.91,5.4,38.56,1.43,9,65.67,Aluminiu,Frezare,446,0,Niciunul
100,Freza,FREZA CARBURA Ø10 4F,4256,530.64,0.24,11.48,47.79,1.66,4.9,69.95,Otel,Frezare,356,0,Niciunul
101,Freza,FREZA CARBURA Ø10 4F,5584,315.47,0.99,15.92,35.37,0.7,15,68.43,Inox,Frezare,236,0,Niciunul
102,Freza,FREZA CARBURA Ø10 4F,5076,412.61,2.02,6.98,133.92,5.95,76.6,89.54,Otel,Frezare,180,1,Supraincalzire
103,Freza,FREZA CARBURA Ø10 4F,5387,214.01,2.12,15.39,131.92,11.05,60.9,87.55,Otel,Frezare,36,1,Uzura excesiva
104,Freza,FREZA CARBURA Ø10 4F,2192,605.95,2.76,11.32,64.71,0.95,12.1,64.04,Aluminiu,Frezare,454,0,Niciunul
105,Freza,FREZA CARBURA Ø10 4F,3540,364.86,1.49,5.49,36.47,0.7,1.3,62.77,Aluminiu,Frezare,238,0,Niciunul
106,Freza,FREZA CARBURA Ø10 4F,4450,911.64,1.67,5.25,40.31,0.59,0.8,70.18,Inox,Frezare,133,0,Niciunul
107,Freza,FREZA CARBURA Ø10 4F,2871,1197.44,1.82,7.45,120.04,10.12,73.5,93.53,Inox,Frezare,455,1,Supraincalzire
108,Freza,FREZA CARBURA Ø10 4F,1853,1121.98,2.84,19.88,60.26,1.64,1.6,73.06,Otel,Frezare,243,0,Niciunul
109,Freza,FREZA CARBURA Ø10 4F,2008,833.9,2.86,18.16,37.18,0.87,9.4,62.73,Inox,Frezare,252,0,Niciunul
110,Freza,FREZA CARBURA Ø10 4F,3606,750.48,1.81,7.46,61.75,1.04,9.2,72.66,Inox,Frezare,44,0,Niciunul
111,Freza,FREZA CARBURA Ø10 4F,5726,865.71,1.81,16.26,67.97,0.74,6.4,73.69,Inox,Frezare,328,0,Niciunul
112,Freza,FREZA CARBURA Ø10 4F,3235,1014.68,1.6,17.28,92.91,4.51,60.5,97.61,Otel,Frezare,301,1,Vibratii
113,Freza,FREZA CARBURA Ø10 4F,2931,1180,1.02,11.49,132.15,6.01,90.1,92.57,Otel,Frezare,380,1,Supraincalzire
114,Freza,FREZA CARBURA Ø10 4F,1506,479.52,0.3,7.88,36.54,1.91,17.2,74.06,Inox,Frezare,42,0,Niciunul
115,Freza,FREZA CARBURA Ø10 4F,4461,1009.65,1.56,17.38,53.45,1.86,11.4,64.69,Otel,Frezare,61,0,Niciunul
116,Freza,FREZA CARBURA Ø10 4F,5316,718.66,2.13,18.27,42.35,1.51,5.5,63.79,Inox,Frezare,201,0,Niciunul
117,Freza,FREZA CARBURA Ø10 4F,4257,743.62,0.8,14.41,44.32,1.72,19,74.82,Aluminiu,Frezare,70,0,Niciunul
118,Freza,FREZA CARBURA Ø10 4F,2343,429.54,1.77,18.52,61.95,1.66,0.4,66.73,Aluminiu,Frezare,455,0,Niciunul
119,Freza,FREZA CARBURA Ø10 4F,5897,887.15,1.09,13.42,44.97,1.57,16.4,68.6,Inox,Frezare,42,0,Niciunul
120,Freza,FREZA CARBURA Ø10 4F,3346,206.66,0.66,17.71,43.73,1.21,13.6,66.15,Otel,Frezare,476,0,Niciunul
121,Freza,FREZA CARBURA Ø10 4F,5105,730.09,2.79,17.64,53.11,1.19,13.1,72.97,Inox,Frezare,352,0,Niciunul
122,Freza,FREZA CARBURA Ø10 4F,3487,702.46,2.85,10.12,94.56,11.6,48.9,81.71,Aluminiu,Frezare,314,1,Vibratii
123,Freza,FREZA CARBURA Ø10 4F,5756,812.05,2.88,12.35,66.75,0.5,5,67.29,Aluminiu,Frezare,282,0,Niciunul
124,Freza,FREZA CARBURA Ø10 4F,2384,485.55,0.14,18.78,88.62,8.5,55.4,93.93,Otel,Frezare,145,1,Supraincalzire
125,Freza,FREZA CARBURA Ø10 4F,2981,941.27,0.86,13.46,131.98,5.54,66.9,88.2,Otel,Frezare,415,1,Uzura excesiva
126,Freza,FREZA CARBURA Ø10 4F,5103,952.14,1.5,11.32,54.94,1.02,9.9,66.09,Aluminiu,Frezare,406,0,Niciunul
127,Freza,FREZA CARBURA Ø10 4F,4710,505.25,0.56,16.8,46.46,0.75,0.4,67.76,Inox,Frezare,199,0,Niciunul
128,Freza,FREZA CARBURA Ø10 4F,4640,1132.82,1.04,15.27,58.23,1.48,19.1,74.42,Otel,Frezare,77,0,Niciunul
129,Freza,FREZA CARBURA Ø10 4F,5489,233.84,0.37,7.99,37.81,1.52,5.6,70.49,Otel,Frezare,340,0,Niciunul
130,Freza,FREZA CARBURA Ø10 4F,4922,790.2,1.84,15.95,59.99,1.64,17.1,68.42,Otel,Frezare,49,0,Niciunul
131,Freza,FREZA CARBURA Ø10 4F,3352,635.25,0.73,7.58,49.94,1.56,7.9,60.68,Otel,Frezare,30,0,Niciunul
132,Freza,FREZA CARBURA Ø10 4F,5491,525.56,2.44,7.5,64.3,1.67,5.5,68.16,Otel,Frezare,194,0,Niciunul
133,Freza,FREZA CARBURA Ø10 4F,4060,859.82,2.07,17.94,47.8,0.9,16.8,69.85,Otel,Frezare,357,0,Niciunul
134,Freza,FREZA CARBURA Ø10 4F,4317,1153.51,0.49,11.83,63.1,1.26,14,63.75,Aluminiu,Frezare,221,0,Niciunul
135,Freza,FREZA CARBURA Ø10 4F,1931,947.32,1.35,13,60.98,1.15,14.2,69.6,Aluminiu,Frezare,375,0,Niciunul
136,Freza,FREZA CARBURA Ø10 4F,2387,715.63,2.17,6.6,86.62,3.91,53.8,90.31,Otel,Frezare,298,1,Uzura excesiva
137,Freza,FREZA CARBURA Ø10 4F,5414,642.96,0.96,5.34,42.32,1.75,18.4,70.35,Inox,Frezare,498,0,Niciunul
138,Freza,FREZA CARBURA Ø10 4F,5122,347.25,1.87,16.98,36.64,0.69,18.4,66.58,Inox,Frezare,493,0,Niciunul
139,Freza,FREZA CARBURA Ø10 4F,5003,592.07,2.59,15.32,61.35,0.58,6,72.37,Inox,Frezare,485,0,Niciunul
140,Freza,FREZA CARBURA Ø10 4F,5936,1150.72,0.94,10.32,69.48,0.77,13,68.92,Otel,Frezare,372,0,Niciunul
141,Freza,FREZA CARBURA Ø10 4F,3729,814.09,2.42,10.47,128.95,3.7,52.1,88.49,Aluminiu,Frezare,96,1,Vibratii
142,Freza,FREZA CARBURA Ø10 4F,4690,382.09,2.09,8.1,115.31,9.54,68.1,98.53,Otel,Frezare,153,1,Uzura excesiva
143,Freza,FREZA CARBURA Ø10 4F,2648,843.71,1.49,15.31,50.55,1.2,9.1,66.09,Inox,Frezare,102,0,Niciunul
144,Freza,FREZA CARBURA Ø10 4F,2027,1155.16,2.83,5.06,127.29,10.89,73.2,84.42,Aluminiu,Frezare,284,1,Uzura excesiva
145,Freza,FREZA CARBURA Ø10 4F,1956,1103.24,0.89,5.17,45.99,1.16,10,66.72,Aluminiu,Frezare,39,0,Niciunul
146,Freza,FREZA CARBURA Ø10 4F,4184,973.34,2.53,19.44,59.64,0.84,5.7,63.27,Otel,Frezare,6,0,Niciunul
147,Freza,FREZA CARBURA Ø10 4F,3519,584.28,2.14,17.84,95.39,6.39,67.9,98.63,Otel,Frezare,303,1,Uzura excesiva
148,Freza,FREZA CARBURA Ø10 4F,3105,449.25,0.79,11.55,59.59,0.86,7.4,60.38,Aluminiu,Frezare,297,0,Niciunul
149,Freza,FREZA CARBURA Ø10 4F,4456,350.29,1.04,17.1,153.5,3.71,46.3,97.15,Otel,Frezare,136,1,Supraincalzire
150,Freza,FREZA CARBURA Ø10 4F,5612,953.28,1.25,6.24,42.7,1.09,1.1,62.7,Otel,Frezare,263,0,Niciunul
151,Freza,FREZA CARBURA Ø10 4F,5239,414.33,2.73,7.6,59.13,1.71,13.6,65.37,Inox,Frezare,130,0,Niciunul
152,Freza,FREZA CARBURA Ø10 4F,5191,995.12,2.56,11.25,49.57,1.16,18.6,67.93,Inox,Frezare,122,0,Niciunul
153,Freza,FREZA CARBURA Ø10 4F,1909,782.99,0.19,10.99,42.13,1.01,11.2,62.6,Otel,Frezare,411,0,Niciunul
154,Freza,FREZA CARBURA Ø10 4F,1869,1131.26,1.38,8.27,50.78,0.52,18.8,66.03,Aluminiu,Frezare,401,0,Niciunul
155,Freza,FREZA CARBURA Ø10 4F,5117,941.04,2.38,6.76,62.04,1.6,9,71.69,Aluminiu,Frezare,403,0,Niciunul
156,Freza,FREZA CARBURA Ø10 4F,3351,447.43,2.48,10.48,107.68,10.89,57.1,95.36,Otel,Frezare,264,1,Uzura excesiva
157,Freza,FREZA CARBURA Ø10 4F,1930,267.13,0.56,7.49,61.85,1.11,8.7,63.91,Inox,Frezare,460,0,Niciunul
158,Freza,FREZA CARBURA Ø10 4F,2087,736.55,1.1,18.95,57.95,0.99,3.9,74.86,Aluminiu,Frezare,21,0,Niciunul
159,Freza,FREZA CARBURA Ø10 4F,2432,921.86,0.71,8.32,35.58,1.53,14.2,74.78,Aluminiu,Frezare,447,0,Niciunul
160,Freza,FREZA CARBURA Ø10 4F,4815,1138.72,0.67,18.74,67.8,1.57,19.7,65.81,Otel,Frezare,150,0,Niciunul
161,Freza,FREZA CARBURA Ø10 4F,1969,415.5,1.21,8.11,46.94,1.19,16.2,64.37,Aluminiu,Frezare,177,0,Niciunul
162,Freza,FREZA CARBURA Ø10 4F,5140,992.95,0.39,7.99,38.82,0.8,2.3,68.89,Inox,Frezare,144,0,Niciunul
163,Freza,FREZA CARBURA Ø10 4F,2419,428.53,2.96,12.98,57.16,1.86,13.2,70.19,Aluminiu,Frezare,412,0,Niciunul
164,Freza,FREZA CARBURA Ø10 4F,5484,639.05,2.32,5.59,51.91,0.82,16.7,64.19,Otel,Frezare,268,0,Niciunul
165,Freza,FREZA CARBURA Ø10 4F,5198,496.21,0.17,18.59,45.24,1.24,3.7,75,Aluminiu,Frezare,210,0,Niciunul
166,Freza,FREZA CARBURA Ø10 4F,4641,1157.74,2.25,16.72,62.54,1.06,5.2,71.17,Inox,Frezare,384,0,Niciunul
167,Freza,FREZA CARBURA Ø10 4F,2802,458.38,2.46,19.6,40,1.39,6.6,73.46,Inox,Frezare,208,0,Niciunul
168,Freza,FREZA CARBURA Ø10 4F,1796,603.62,0.54,18.07,102.42,6.13,86.2,94.65,Otel,Frezare,151,1,Uzura excesiva
169,Freza,FREZA CARBURA Ø10 4F,5853,319.43,0.4,10.92,39.88,1.98,5.7,67.55,Inox,Frezare,391,0,Niciunul
170,Freza,FREZA CARBURA Ø10 4F,3098,721.58,2.4,14.88,91.05,7.11,70.1,98.49,Inox,Frezare,194,1,Vibratii
171,Freza,FREZA CARBURA Ø10 4F,2884,389.02,2.94,13.12,60.08,1,9.3,71.74,Aluminiu,Frezare,158,0,Niciunul
172,Freza,FREZA CARBURA Ø10 4F,3564,623.24,2.75,14.84,59.75,1.52,2.2,64.86,Aluminiu,Frezare,464,0,Niciunul
173,Freza,FREZA CARBURA Ø10 4F,3384,957.3,1.01,11.73,38.87,0.96,1.6,64.17,Otel,Frezare,418,0,Niciunul
174,Freza,FREZA CARBURA Ø10 4F,2688,487.56,2.01,16.36,61.28,0.83,10.3,64.78,Otel,Frezare,321,0,Niciunul
175,Freza,FREZA CARBURA Ø10 4F,4997,412.62,2.91,9.41,52.86,1.48,1.2,61.59,Aluminiu,Frezare,237,0,Niciunul
176,Freza,FREZA CARBURA Ø10 4F,5757,609.18,0.97,13.63,64.79,1.02,4.4,67.34,Inox,Frezare,344,0,Niciunul
177,Freza,FREZA CARBURA Ø10 4F,5543,689.41,2.09,13.09,108.03,8.4,56.5,98.72,Aluminiu,Frezare,83,1,Uzura excesiva
178,Freza,FREZA CARBURA Ø10 4F,5245,1182.72,1.98,16.76,42.91,1.52,18.8,68.1,Otel,Frezare,148,0,Niciunul
179,Freza,FREZA CARBURA Ø10 4F,5588,391.38,2.75,19.08,54.42,1.29,10.2,61.92,Aluminiu,Frezare,198,0,Niciunul
180,Freza,FREZA CARBURA Ø10 4F,3100,951.86,0.63,16.9,57.21,0.6,6.5,66.52,Otel,Frezare,214,0,Niciunul
181,Freza,FREZA CARBURA Ø10 4F,1974,1054.11,2.91,12.99,49.06,0.63,5.4,73.34,Inox,Frezare,189,0,Niciunul
182,Freza,FREZA CARBURA Ø10 4F,1729,937.36,2.74,12.07,51.58,1,2.8,66.01,Otel,Frezare,495,0,Niciunul
183,Freza,FREZA CARBURA Ø10 4F,3877,577.92,1.84,16.36,36.13,0.84,4.4,71.99,Inox,Frezare,74,0,Niciunul
184,Freza,FREZA CARBURA Ø10 4F,3671,603.64,2.68,8.04,50.45,1.97,1.7,66.64,Aluminiu,Frezare,255,0,Niciunul
