ID_Scula,Tip_Scula,Model_Scula,Turatie_RPM,Avans_mm_min,Adancime_Aschiere_mm,Debit_Lichid_racire_L_min,Temperatura_C,Vibratii_mm_s,Uzura_procent,Zgomot_dB,Material_Prelucrat,Tip_Operatie,ID_Lot,Scula_Defecta,Tip_Defect
15,Freza,FREZA CARBURA Ø10 4F,5617,478.89,2.74,19.47,69.64,1.77,3.9,69.96,Otel,Frezare,125,0,Niciunul
16,Freza,FREZA CARBURA Ø10 4F,4726,287.92,2.05,13.58,65.26,1.81,6.6,71.04,Inox,Frezare,370,0,Niciunul
17,Freza,FREZA CARBURA Ø10 4F,5320,1192.52,2.67,5.19,67.01,1.9,19.9,71.02,Inox,Frezare,479,0,Niciunul
18,Freza,FREZA CARBURA Ø10 4F,2130,445.31,2.6,19.64,57.79,0.7,2.1,72.4,Aluminiu,Frezare,251,0,Niciunul
19,Freza,FREZA CARBURA Ø10 4F,2646,861.79,2.86,12.77,75.21,9.76,33.4,90.5,Inox,Frezare,422,1,Vibratii
20,Freza,FREZA CARBURA Ø10 4F,5394,954.59,1.1,16.16,50.66,0.59,2.8,70.24,Inox,Frezare,333,0,Niciunul
21,Freza,FREZA CARBURA Ø10 4F,5596,639.19,1.26,17.53,74.08,10.89,45.0,101.51,Inox,Frezare,93,1,Vibratii
22,Freza,FREZA CARBURA Ø10 4F,3093,1144.57,2.31,11.58,88.91,8.29,38.9,94.89,Otel,Frezare,313,1,Vibratii
23,Freza,FREZA CARBURA Ø10 4F,4935,321.08,2.99,18.4,87.13,10.69,49.3,95.67,Aluminiu,Frezare,376,1,Vibratii
24,Freza,FREZA CARBURA Ø10 4F,3143,788.64,2.56,12.21,66.94,11.71,30.5,88.59,Inox,Frezare,205,1,Vibratii
25,Freza,FREZA CARBURA Ø10 4F,4544,853.77,0.64,10.72,89.72,8.72,25.9,97.14,Otel,Frezare,444,1,Vibratii
26,Freza,FREZA CARBURA Ø10 4F,5586,323.0,0.62,16.21,122.87,1.7,39.0,84.64,Otel,Frezare,442,1,Supraincalzire
27,Freza,FREZA CARBURA Ø10 4F,5336,229.91,0.12,14.81,51.15,0.83,11.5,68.14,Inox,Frezare,318,0,Niciunul
28,Freza,FREZA CARBURA Ø10 4F,3210,837.77,2.8,15.52,63.54,1.06,5.6,65.52,Inox,Frezare,439,0,Niciunul
29,Freza,FREZA CARBURA Ø10 4F,4003,306.43,0.75,9.8,97.84,3.72,85.4,77.24,Inox,Frezare,186,1,Uzura excesiva
30,Freza,FREZA CARBURA Ø10 4F,3308,1164.6,0.42,15.54,164.57,2.26,33.8,75.44,Otel,Frezare,326,1,Supraincalzire
31,Freza,FREZA CARBURA Ø10 4F,5379,937.53,1.27,13.95,53.63,0.7,9.1,60.89,Otel,Frezare,394,0,Niciunul
32,Freza,FREZA CARBURA Ø10 4F,4500,1101.92,2.24,10.47,124.11,1.65,28.4,77.01,Inox,Frezare,459,1,Supraincalzire
33,Freza,FREZA CARBURA Ø10 4F,3111,1146.93,0.76,13.4,60.4,1.56,2.8,69.15,Aluminiu,Frezare,237,0,Niciunul
34,Freza,FREZA CARBURA Ø10 4F,4005,820.72,0.94,8.96,61.53,1.7,4.3,72.77,Inox,Frezare,496,0,Niciunul
35,Freza,FREZA CARBURA Ø10 4F,1747,843.85,0.4,10.69,61.89,1.02,8.3,69.76,Otel,Frezare,65,0,Niciunul
36,Freza,FREZA CARBURA Ø10 4F,5378,630.62,2.61,5.05,149.39,2.35,23.2,75.34,Aluminiu,Frezare,329,1,Supraincalzire
37,Freza,FREZA CARBURA Ø10 4F,5735,796.9,2.25,17.48,67.74,0.97,1.0,72.53,Otel,Frezare,130,0,Niciunul
38,Freza,FREZA CARBURA Ø10 4F,1898,918.94,2.17,8.62,71.0,8.76,34.2,99.05,Aluminiu,Frezare,219,1,Vibratii
39,Freza,FREZA CARBURA Ø10 4F,3131,775.14,2.14,18.01,51.62,0.56,9.2,71.08,Inox,Frezare,480,0,Niciunul
40,Freza,FREZA CARBURA Ø10 4F,4517,556.26,2.8,10.58,65.78,1.66,17.7,72.84,Aluminiu,Frezare,64,0,Niciunul
41,Freza,FREZA CARBURA Ø10 4F,2106,292.35,2.35,5.05,65.37,0.77,2.4,61.79,Inox,Frezare,10,0,Niciunul
42,Freza,FREZA CARBURA Ø10 4F,2709,829.47,0.7,6.46,171.37,2.97,34.0,78.78,Aluminiu,Frezare,431,1,Supraincalzire
43,Freza,FREZA CARBURA Ø10 4F,1988,1042.94,1.21,5.41,39.59,0.74,15.8,66.21,Aluminiu,Frezare,215,0,Niciunul
44,Freza,FREZA CARBURA Ø10 4F,3621,424.3,0.65,11.2,70.02,9.06,41.7,101.89,Aluminiu,Frezare,204,1,Vibratii
45,Freza,FREZA CARBURA Ø10 4F,4808,997.57,1.8,12.86,83.55,12.15,21.6,91.82,Inox,Frezare,72,1,Vibratii
46,Freza,FREZA CARBURA Ø10 4F,4235,436.17,2.6,19.69,38.66,1.37,0.0,68.58,Inox,Frezare,113,0,Niciunul
47,Freza,FREZA CARBURA Ø10 4F,3462,976.41,2.62,12.38,156.42,1.52,33.5,80.38,Aluminiu,Frezare,110,1,Supraincalzire
48,Freza,FREZA CARBURA Ø10 4F,1691,243.72,2.39,15.23,85.86,11.64,36.8,99.58,Inox,Frezare,97,1,Vibratii
49,Freza,FREZA CARBURA Ø10 4F,2797,419.71,0.17,5.21,80.9,3.02,88.4,84.43,Inox,Frezare,101,1,Uzura excesiva
50,Freza,FREZA CARBURA Ø10 4F,2172,652.21,1.8,6.67,35.25,0.73,0.6,64.72,Aluminiu,Frezare,85,0,Niciunul
51,Freza,FREZA CARBURA Ø10 4F,5574,987.75,1.72,19.18,90.95,4.76,62.9,73.24,Aluminiu,Frezare,270,1,Uzura excesiva
52,Freza,FREZA CARBURA Ø10 4F,2775,451.32,0.74,19.17,140.39,3.64,23.0,78.68,Aluminiu,Frezare,423,1,Supraincalzire
53,Freza,FREZA CARBURA Ø10 4F,2870,977.93,0.23,18.41,47.72,1.64,1.1,64.99,Aluminiu,Frezare,203,0,Niciunul
54,Freza,FREZA CARBURA Ø10 4F,2798,973.29,1.05,18.98,43.79,0.51,2.3,69.18,Otel,Frezare,485,0,Niciunul
55,Freza,FREZA CARBURA Ø10 4F,1593,425.02,2.49,5.43,39.96,1.37,15.7,72.84,Aluminiu,Frezare,498,0,Niciunul
56,Freza,FREZA CARBURA Ø10 4F,4053,770.39,0.32,11.69,40.45,0.73,4.6,73.64,Otel,Frezare,463,0,Niciunul
57,Freza,FREZA CARBURA Ø10 4F,5807,936.24,0.12,5.94,84.33,13.86,38.0,95.34,Inox,Frezare,319,1,Vibratii
58,Freza,FREZA CARBURA Ø10 4F,1927,1097.76,0.22,9.29,140.12,3.27,34.9,75.76,Otel,Frezare,485,1,Supraincalzire
59,Freza,FREZA CARBURA Ø10 4F,2430,340.03,0.15,14.03,56.04,1.16,10.6,66.75,Otel,Frezare,46,0,Niciunul
60,Freza,FREZA CARBURA Ø10 4F,4441,435.58,1.48,7.59,50.54,1.46,2.1,72.14,Inox,Frezare,157,0,Niciunul
61,Freza,FREZA CARBURA Ø10 4F,5835,787.27,0.95,7.15,83.31,11.7,31.0,94.85,Otel,Frezare,40,1,Vibratii
62,Freza,FREZA CARBURA Ø10 4F,3353,981.36,2.81,8.82,102.07,2.21,64.1,76.05,Aluminiu,Frezare,366,1,Uzura excesiva
63,Freza,FREZA CARBURA Ø10 4F,4211,344.58,0.56,6.65,41.31,1.55,8.4,70.27,Inox,Frezare,435,0,Niciunul
64,Freza,FREZA CARBURA Ø10 4F,2480,586.89,1.53,14.82,72.84,3.58,75.0,70.07,Otel,Frezare,293,1,Uzura excesiva
65,Freza,FREZA CARBURA Ø10 4F,4638,1160.76,2.07,11.4,52.48,1.18,16.7,72.17,Inox,Frezare,482,0,Niciunul
66,Freza,FREZA CARBURA Ø10 4F,1592,653.94,2.49,10.5,85.26,8.23,33.1,89.21,Aluminiu,Frezare,346,1,Vibratii
67,Freza,FREZA CARBURA Ø10 4F,4308,235.94,2.38,12.5,37.55,1.98,7.1,67.12,Inox,Frezare,237,0,Niciunul
68,Freza,FREZA CARBURA Ø10 4F,5377,905.5,0.56,18.9,37.41,0.94,19.2,62.36,Otel,Frezare,169,0,Niciunul
69,Freza,FREZA CARBURA Ø10 4F,5271,485.18,1.69,10.11,84.18,11.23,24.3,89.28,Otel,Frezare,34,1,Vibratii
70,Freza,FREZA CARBURA Ø10 4F,2510,701.2,0.83,11.59,69.8,1.91,1.3,66.82,Inox,Frezare,87,0,Niciunul
71,Freza,FREZA CARBURA Ø10 4F,3874,444.91,2.23,9.86,54.41,1.62,11.5,71.51,Aluminiu,Frezare,274,0,Niciunul
72,Freza,FREZA CARBURA Ø10 4F,5188,306.63,1.08,6.37,82.86,4.51,85.6,74.16,Otel,Frezare,244,1,Uzura excesiva
73,Freza,FREZA CARBURA Ø10 4F,5505,248.54,0.46,9.01,158.81,1.52,20.5,81.04,Otel,Frezare,340,1,Supraincalzire
74,Freza,FREZA CARBURA Ø10 4F,2848,241.02,2.61,18.08,89.09,11.19,23.6,93.6,Aluminiu,Frezare,440,1,Vibratii
75,Freza,FREZA CARBURA Ø10 4F,5680,318.41,2.12,18.67,86.0,10.61,30.3,93.6,Inox,Frezare,161,1,Vibratii
76,Freza,FREZA CARBURA Ø10 4F,4604,402.53,1.33,8.2,84.14,12.69,29.5,97.73,Otel,Frezare,467,1,Vibratii
77,Freza,FREZA CARBURA Ø10 4F,1849,1026.92,2.98,12.46,86.33,4.32,95.0,86.08,Otel,Frezare,116,1,Uzura excesiva
78,Freza,FREZA CARBURA Ø10 4F,3835,675.49,0.35,10.64,49.78,0.73,10.5,63.19,Inox,Frezare,412,0,Niciunul
79,Freza,FREZA CARBURA Ø10 4F,2664,867.82,0.55,8.06,68.61,0.62,13.8,70.8,Otel,Frezare,356,0,Niciunul
80,Freza,FREZA CARBURA Ø10 4F,2263,764.67,0.57,12.75,65.64,1.01,8.8,62.16,Aluminiu,Frezare,26,0,Niciunul
81,Freza,FREZA CARBURA Ø10 4F,2640,755.76,0.53,14.6,39.58,1.1,2.3,70.59,Otel,Frezare,248,0,Niciunul
82,Freza,FREZA CARBURA Ø10 4F,2647,801.22,0.75,8.69,73.85,4.76,74.2,77.86,Inox,Frezare,243,1,Uzura excesiva
83,Freza,FREZA CARBURA Ø10 4F,5829,776.14,2.95,13.5,66.74,1.7,11.1,65.06,Aluminiu,Frezare,247,0,Niciunul
84,Freza,FREZA CARBURA Ø10 4F,5210,1107.63,2.25,15.48,66.49,6.84,27.9,91.25,Otel,Frezare,419,1,Vibratii
85,Freza,FREZA CARBURA Ø10 4F,3357,433.69,0.63,17.43,62.47,1.06,8.8,63.87,Inox,Frezare,122,0,Niciunul
86,Freza,FREZA CARBURA Ø10 4F,3902,562.02,1.7,13.78,65.8,1.06,13.9,65.41,Aluminiu,Frezare,398,0,Niciunul
87,Freza,FREZA CARBURA Ø10 4F,3595,574.2,2.34,10.04,88.15,6.71,38.5,93.54,Aluminiu,Frezare,469,1,Vibratii
88,Freza,FREZA CARBURA Ø10 4F,4971,814.17,2.44,15.1,59.53,0.68,9.8,67.68,Aluminiu,Frezare,302,0,Niciunul
89,Freza,FREZA CARBURA Ø10 4F,5760,1119.99,0.8,19.32,62.96,1.6,1.4,65.69,Aluminiu,Frezare,187,0,Niciunul
90,Freza,FREZA CARBURA Ø10 4F,4239,474.13,2.01,12.37,127.72,2.1,39.9,82.74,Inox,Frezare,271,1,Supraincalzire
91,Freza,FREZA CARBURA Ø10 4F,2335,563.83,0.25,17.58,58.99,0.64,6.0,71.59,Otel,Frezare,7,0,Niciunul
92,Freza,FREZA CARBURA Ø10 4F,4893,700.48,2.62,12.29,73.58,8.15,38.9,89.77,Inox,Frezare,182,1,Vibratii
93,Freza,FREZA CARBURA Ø10 4F,1616,678.09,0.9,17.15,50.53,1.43,13.1,61.96,Aluminiu,Frezare,169,0,Niciunul
94,Freza,FREZA CARBURA Ø10 4F,2826,535.71,1.48,10.27,87.86,9.37,26.8,98.04,Otel,Frezare,220,1,Vibratii
95,Freza,FREZA CARBURA Ø10 4F,5417,874.97,1.76,18.78,78.21,7.77,41.8,101.96,Aluminiu,Frezare,216,1,Vibratii
96,Freza,FREZA CARBURA Ø10 4F,5542,786.36,2.95,19.55,83.03,3.18,97.1,72.94,Inox,Frezare,224,1,Uzura excesiva
97,Freza,FREZA CARBURA Ø10 4F,5525,874.95,1.32,12.52,40.75,0.74,13.5,65.52,Otel,Frezare,379,0,Niciunul
98,Freza,FREZA CARBURA Ø10 4F,4371,643.13,2.99,6.26,45.32,1.88,10.2,72.09,Otel,Frezare,248,0,Niciunul
99,Freza,FREZA CARBURA Ø10 4F,3371,631.36,0.94,14.33,67.23,1.19,13.6,64.46,Aluminiu,Frezare,185,0,Niciunul
100,Freza,FREZA CARBURA Ø10 4F,3062,765.9,0.67,16.82,46.05,1.12,0.3,74.26,Otel,Frezare,326,0,Niciunul
101,Freza,FREZA CARBURA Ø10 4F,5879,598.27,1.87,17.69,53.18,1.56,18.9,70.91,Inox,Frezare,14,0,Niciunul
102,Freza,FREZA CARBURA Ø10 4F,4034,704.31,1.17,19.85,66.39,0.65,2.6,73.12,Aluminiu,Frezare,355,0,Niciunul
103,Freza,FREZA CARBURA Ø10 4F,3032,888.58,1.73,9.16,52.38,1.41,5.9,63.68,Inox,Frezare,36,0,Niciunul
104,Freza,FREZA CARBURA Ø10 4F,4869,895.67,1.59,15.76,176.43,2.14,33.5,83.5,Otel,Frezare,156,1,Supraincalzire
105,Freza,FREZA CARBURA Ø10 4F,2467,1044.05,0.31,19.08,174.86,3.86,24.6,75.31,Aluminiu,Frezare,389,1,Supraincalzire
106,Freza,FREZA CARBURA Ø10 4F,5262,354.8,1.77,5.7,54.41,1.76,15.6,73.71,Inox,Frezare,207,0,Niciunul
107,Freza,FREZA CARBURA Ø10 4F,4791,421.27,1.24,17.11,103.87,4.67,97.2,83.45,Inox,Frezare,55,1,Uzura excesiva
108,Freza,FREZA CARBURA Ø10 4F,1511,1146.42,2.53,7.68,75.56,12.42,28.5,92.22,Aluminiu,Frezare,476,1,Vibratii
109,Freza,FREZA CARBURA Ø10 4F,1633,888.29,2.14,10.12,69.54,8.33,40.5,86.49,Inox,Frezare,285,1,Vibratii
110,Freza,FREZA CARBURA Ø10 4F,3490,261.89,0.46,14.27,39.72,0.53,19.7,64.74,Otel,Frezare,479,0,Niciunul
111,Freza,FREZA CARBURA Ø10 4F,5297,754.36,2.22,6.43,43.23,1.91,8.6,74.11,Otel,Frezare,482,0,Niciunul
112,Freza,FREZA CARBURA Ø10 4F,4386,771.34,2.0,5.08,83.95,3.12,79.7,84.69,Aluminiu,Frezare,50,1,Uzura excesiva
113,Freza,FREZA CARBURA Ø10 4F,5863,654.87,1.68,14.18,50.71,1.61,13.2,71.1,Aluminiu,Frezare,391,0,Niciunul
114,Freza,FREZA CARBURA Ø10 4F,5205,784.81,2.57,8.65,69.3,0.78,10.1,66.9,Inox,Frezare,411,0,Niciunul
115,Freza,FREZA CARBURA Ø10 4F,5916,864.32,0.59,12.51,128.2,2.72,26.7,82.29,Otel,Frezare,300,1,Supraincalzire
116,Freza,FREZA CARBURA Ø10 4F,3798,526.99,0.18,17.38,142.43,3.82,29.3,81.07,Inox,Frezare,50,1,Supraincalzire
117,Freza,FREZA CARBURA Ø10 4F,5916,1014.53,2.02,13.54,58.59,1.68,15.0,69.21,Inox,Frezare,191,0,Niciunul
118,Freza,FREZA CARBURA Ø10 4F,2952,817.42,0.96,9.63,51.84,1.73,7.3,63.92,Otel,Frezare,393,0,Niciunul
119,Freza,FREZA CARBURA Ø10 4F,5311,675.02,0.3,5.49,70.35,11.13,21.4,87.15,Inox,Frezare,410,1,Vibratii
120,Freza,FREZA CARBURA Ø10 4F,5468,511.77,2.06,10.28,49.61,1.87,8.8,66.96,Aluminiu,Frezare,71,0,Niciunul
121,Freza,FREZA CARBURA Ø10 4F,2682,377.82,2.3,16.53,50.42,0.52,17.4,70.04,Aluminiu,Frezare,146,0,Niciunul
122,Freza,FREZA CARBURA Ø10 4F,5356,520.04,2.11,14.92,150.82,1.51,37.3,83.51,Otel,Frezare,175,1,Supraincalzire
123,Freza,FREZA CARBURA Ø10 4F,2779,378.8,0.9,18.84,74.74,13.83,49.9,104.82,Aluminiu,Frezare,147,1,Vibratii
124,Freza,FREZA CARBURA Ø10 4F,5589,1134.68,2.81,13.94,36.77,1.6,17.1,60.48,Inox,Frezare,439,0,Niciunul
125,Freza,FREZA CARBURA Ø10 4F,3722,263.1,2.36,6.71,62.17,1.29,3.8,66.46,Aluminiu,Frezare,214,0,Niciunul
126,Freza,FREZA CARBURA Ø10 4F,2936,812.31,0.75,6.26,58.64,0.73,8.0,70.43,Inox,Frezare,411,0,Niciunul
127,Freza,FREZA CARBURA Ø10 4F,3092,1154.82,0.72,14.17,59.9,1.09,15.9,67.49,Inox,Frezare,391,0,Niciunul
128,Freza,FREZA CARBURA Ø10 4F,3033,1192.51,0.95,8.86,85.32,2.35,96.1,72.3,Inox,Frezare,25,1,Uzura excesiva
129,Freza,FREZA CARBURA Ø10 4F,5498,883.62,1.94,11.34,67.13,1.07,10.2,67.6,Inox,Frezare,439,0,Niciunul
130,Freza,FREZA CARBURA Ø10 4F,4652,614.64,0.56,7.02,36.99,1.33,14.6,74.62,Inox,Frezare,457,0,Niciunul
131,Freza,FREZA CARBURA Ø10 4F,4994,395.94,1.44,14.37,37.76,0.58,17.9,63.73,Inox,Frezare,450,0,Niciunul
132,Freza,FREZA CARBURA Ø10 4F,2969,261.95,1.97,17.08,137.92,1.58,32.5,79.36,Aluminiu,Frezare,105,1,Supraincalzire
133,Freza,FREZA CARBURA Ø10 4F,3514,634.63,2.55,7.73,98.28,3.38,73.8,70.41,Otel,Frezare,193,1,Uzura excesiva
134,Freza,FREZA CARBURA Ø10 4F,4360,1163.57,1.54,14.85,155.5,3.14,38.7,75.61,Otel,Frezare,267,1,Supraincalzire
135,Freza,FREZA CARBURA Ø10 4F,1719,1025.94,2.37,13.39,56.76,1.1,17.2,71.76,Inox,Frezare,232,0,Niciunul
136,Freza,FREZA CARBURA Ø10 4F,5450,1089.04,2.03,10.38,109.0,4.88,87.1,73.05,Inox,Frezare,342,1,Uzura excesiva
137,Freza,FREZA CARBURA Ø10 4F,3696,511.58,2.66,18.91,69.54,13.38,41.5,91.01,Aluminiu,Frezare,78,1,Vibratii
138,Freza,FREZA CARBURA Ø10 4F,5382,793.1,1.98,19.47,145.73,2.2,25.9,76.51,Aluminiu,Frezare,358,1,Supraincalzire
139,Freza,FREZA CARBURA Ø10 4F,5388,1116.09,2.96,15.41,126.4,3.39,26.8,84.59,Aluminiu,Frezare,174,1,Supraincalzire
140,Freza,FREZA CARBURA Ø10 4F,4949,392.01,1.12,10.79,91.14,4.94,64.1,88.85,Inox,Frezare,185,1,Uzura excesiva
141,Freza,FREZA CARBURA Ø10 4F,3723,658.56,0.6,15.23,71.36,3.52,99.1,84.77,Otel,Frezare,372,1,Uzura excesiva
142,Freza,FREZA CARBURA Ø10 4F,2376,720.14,0.19,16.79,44.33,1.7,2.8,73.25,Otel,Frezare,175,0,Niciunul
143,Freza,FREZA CARBURA Ø10 4F,4593,1196.81,0.3,13.1,44.46,1.81,11.5,69.94,Aluminiu,Frezare,272,0,Niciunul
144,Freza,FREZA CARBURA Ø10 4F,3455,447.54,2.67,10.33,35.53,1.05,4.4,65.4,Aluminiu,Frezare,43,0,Niciunul
145,Freza,FREZA CARBURA Ø10 4F,4060,823.65,0.74,12.86,62.07,1.07,0.5,65.64,Otel,Frezare,404,0,Niciunul
146,Freza,FREZA CARBURA Ø10 4F,4215,656.74,0.88,14.04,68.15,1.08,8.4,69.51,Inox,Frezare,485,0,Niciunul
147,Freza,FREZA CARBURA Ø10 4F,3938,875.92,1.86,9.33,38.34,1.72,1.6,61.95,Otel,Frezare,389,0,Niciunul
148,Freza,FREZA CARBURA Ø10 4F,4968,540.47,0.6,7.32,76.33,9.56,34.3,98.51,Inox,Frezare,416,1,Vibratii
149,Freza,FREZA CARBURA Ø10 4F,4658,493.95,0.83,8.97,83.46,2.7,64.5,80.7,Inox,Frezare,63,1,Uzura excesiva
150,Freza,FREZA CARBURA Ø10 4F,3241,755.89,2.18,11.87,51.81,0.56,17.5,64.78,Inox,Frezare,298,0,Niciunul
151,Freza,FREZA CARBURA Ø10 4F,1644,424.37,2.26,7.77,72.29,2.86,89.7,86.56,Aluminiu,Frezare,448,1,Uzura excesiva
152,Freza,FREZA CARBURA Ø10 4F,2031,647.75,0.82,9.59,51.82,1.58,6.9,73.64,Otel,Frezare,296,0,Niciunul
153,Freza,FREZA CARBURA Ø10 4F,2549,1145.59,1.79,11.83,46.87,1.23,17.2,74.36,Otel,Frezare,373,0,Niciunul
154,Freza,FREZA CARBURA Ø10 4F,3038,560.56,0.81,17.34,57.18,0.67,8.5,72.97,Otel,Frezare,227,0,Niciunul
155,Freza,FREZA CARBURA Ø10 4F,4999,993.76,0.59,9.35,92.35,2.52,65.9,89.02,Aluminiu,Frezare,229,1,Uzura excesiva
156,Freza,FREZA CARBURA Ø10 4F,2570,1126.54,2.2,13.25,48.22,1.27,13.2,66.68,Aluminiu,Frezare,11,0,Niciunul
157,Freza,FREZA CARBURA Ø10 4F,4563,926.61,0.74,6.74,63.7,1.88,7.7,70.9,Inox,Frezare,93,0,Niciunul
158,Freza,FREZA CARBURA Ø10 4F,4784,739.3,2.68,18.03,48.27,0.96,6.5,68.94,Aluminiu,Frezare,426,0,Niciunul
159,Freza,FREZA CARBURA Ø10 4F,3469,569.07,0.5,6.61,77.76,7.16,34.2,103.19,Otel,Frezare,145,1,Vibratii
160,Freza,FREZA CARBURA Ø10 4F,2128,640.28,1.61,13.9,69.11,8.93,26.5,86.84,Aluminiu,Frezare,450,1,Vibratii
161,Freza,FREZA CARBURA Ø10 4F,1861,262.01,1.4,5.77,106.66,2.34,84.7,79.24,Otel,Frezare,268,1,Uzura excesiva
162,Freza,FREZA CARBURA Ø10 4F,2923,535.14,0.42,6.38,131.97,2.42,25.7,84.95,Aluminiu,Frezare,149,1,Supraincalzire
163,Freza,FREZA CARBURA Ø10 4F,5635,492.84,3.0,6.75,67.51,1.74,16.0,61.86,Otel,Frezare,338,0,Niciunul
164,Freza,FREZA CARBURA Ø10 4F,5543,1165.37,2.68,13.77,60.31,0.67,2.7,73.52,Inox,Frezare,478,0,Niciunul
165,Freza,FREZA CARBURA Ø10 4F,5283,215.7,2.56,15.58,63.28,0.94,18.3,70.33,Inox,Frezare,6,0,Niciunul
166,Freza,FREZA CARBURA Ø10 4F,3923,724.64,0.2,16.06,82.68,8.28,40.1,88.96,Otel,Frezare,365,1,Vibratii
167,Freza,FREZA CARBURA Ø10 4F,2030,1006.47,0.36,7.77,69.67,0.95,14.1,67.87,Aluminiu,Frezare,323,0,Niciunul
168,Freza,FREZA CARBURA Ø10 4F,4134,742.66,1.51,16.9,35.32,1.99,19.7,68.84,Aluminiu,Frezare,395,0,Niciunul
169,Freza,FREZA CARBURA Ø10 4F,3646,389.79,0.59,7.37,161.49,2.35,28.7,78.7,Aluminiu,Frezare,131,1,Supraincalzire
170,Freza,FREZA CARBURA Ø10 4F,4752,301.05,1.2,19.35,75.0,4.66,71.9,76.89,Inox,Frezare,340,1,Uzura excesiva
171,Freza,FREZA CARBURA Ø10 4F,2582,1055.55,0.77,14.92,47.84,1.29,17.1,61.9,Inox,Frezare,196,0,Niciunul
172,Freza,FREZA CARBURA Ø10 4F,4983,1068.86,1.27,14.95,44.72,0.51,12.1,60.97,Otel,Frezare,458,0,Niciunul
173,Freza,FREZA CARBURA Ø10 4F,2121,491.18,2.91,10.87,88.59,4.15,68.5,74.06,Otel,Frezare,241,1,Uzura excesiva
174,Freza,FREZA CARBURA Ø10 4F,2342,903.03,0.5,10.92,109.63,3.85,69.8,84.32,Aluminiu,Frezare,439,1,Uzura excesiva
175,Freza,FREZA CARBURA Ø10 4F,5062,1039.12,1.17,13.53,84.05,13.25,30.7,92.55,Otel,Frezare,301,1,Vibratii
176,Freza,FREZA CARBURA Ø10 4F,4950,623.88,2.79,15.13,73.7,2.74,83.7,75.06,Otel,Frezare,204,1,Uzura excesiva
177,Freza,FREZA CARBURA Ø10 4F,1607,413.43,0.76,19.42,146.86,3.43,35.4,82.25,Otel,Frezare,371,1,Supraincalzire
178,Freza,FREZA CARBURA Ø10 4F,3485,702.05,2.55,16.49,96.35,2.25,79.7,88.68,Inox,Frezare,494,1,Uzura excesiva
179,Freza,FREZA CARBURA Ø10 4F,3603,472.56,1.49,10.5,57.85,1.3,13.6,69.38,Otel,Frezare,10,0,Niciunul
180,Freza,FREZA CARBURA Ø10 4F,3890,949.07,2.04,7.28,60.06,12.51,26.6,102.62,Aluminiu,Frezare,197,1,Vibratii
181,Freza,FREZA CARBURA Ø10 4F,5342,802.03,1.4,17.32,40.02,0.97,0.3,69.18,Inox,Frezare,266,0,Niciunul
182,Freza,FREZA CARBURA Ø10 4F,4438,608.38,0.83,9.62,92.82,4.41,60.7,80.8,Inox,Frezare,177,1,Uzura excesiva
